,City,Content_clean,comp_score,topic,topic label
2035,La Seyne Sur Mer,a tout quil faut chez casto sans faire jeux mot p ci peu,neutre,2,personnel
2040,Paris 15,nice,neutre,1,large choix
2041,Anglet,longue attenteet matériel non livré temp,neutre,2,personnel
2043,Le Mans,bof,neutre,2,personnel
2048,La Seyne Sur Mer,personnel nest jamais disponible formation occupé manutention aucun service renseignement faut débrouiller seul,neutre,2,personnel
2049,La Seyne Sur Mer,dattente très bien,neutre,0,rayonnage
2050,Chambray Les Tours,bien cependant très peu demployé connaissent magasin malheureux être aiguillée cependant bien conseiller,neutre,0,rayonnage
2051,Le Mans,ya tout quil faut,neutre,2,personnel
2056,Pierrelaye,toutes ref magasin aucune autre proposition a proposé a fallu cherchions nousmême,neutre,2,personnel
2059,Cormeilles En Parisis,magasin très agréable bien tenu venu plaquettes parement colis dû reconditionnés car beaucoup casse reviendrai,neutre,1,large choix
2063,Saint Maximin,venus couple robinetterie jeune conseiller connaît très bien rayon très professionnel,neutre,0,rayonnage
2072,Les Pennes Mirabeau,,neutre,0,rayonnage
2073,Aubiere,achat petit matériel électricité surprise rayon fleurs partie fleurs matériel monsieur trouve tout maison matériel bricolage décoration beaucoup monde samedi,neutre,1,large choix
2074,Jouy Aux Arches,magasin bricolage très pratique temp bricolage,neutre,2,personnel
2075,Marsannay-La-Cote,magasin complet salarié sympathique,neutre,2,personnel
2076,La Seyne Sur Mer,beaucoup choix problèmes reprise si produit défectueux satisfaite,neutre,1,large choix
2077,Besancon,magasin toujours top mise jour site magasin bien venu car site produit venu non disponible ni a livraison ni commande bien réel magasin,neutre,2,personnel
2078,Creteil,magasin bien achalandé vendeur sympathique lécoute visité jour bonjour 5eme étoile jaurais apprécié quon réponde demande suite demandé repasser lundi car personne absente cela maurait évité trajet,neutre,2,personnel
2082,Olivet,jai choix aller chez casto cest plus proche trouve toujours dont besoinsdommage,neutre,1,large choix
2084,Bron,talon jardin oh top toujours bien conseillé ca rayon luminaire a toujours limpression déranger,neutre,0,rayonnage
2086,Frejus,35 minute dattente téléphone renseignement,neutre,2,personnel
2087,Bourgoin Jallieu,plus dune heure retirer dressing 30 minute avoir vendeur,neutre,2,personnel
2088,Bourgoin Jallieu,bien reste peu long caisse,neutre,0,rayonnage
2090,Les Pennes Mirabeau,vendeur renseignements,neutre,2,personnel
2092,Lormont,beaucoup choix,neutre,1,large choix
2093,Roissy En France,nouveau magasin nouvel aménagement plaisant,neutre,2,personnel
2099,Agen,qualifie,neutre,0,rayonnage
2100,Poitiers,,neutre,0,rayonnage
2103,Villemomble,chez casto a tout quil faut,neutre,2,personnel
2104,Marsannay-La-Cote,cest bien connu chez casto a tout quil faut surtout caissières super sympa,neutre,2,personnel
2105,Villabè,beau magasin beaucoup choix voir trop faut aller personnel ecoute,neutre,1,large choix
2106,L'Union,manque matérielpas top,neutre,2,personnel
2108,Marseille,accueil conseil 5etoiles,neutre,2,personnel
2112,La Garde,pratique ouvert dimanche dommage certains produits non achalandés bizarre si grosse enseigne,neutre,1,large choix
2114,La Seyne Sur Mer,déçu devais normalement recevoir plan travail 4avrila jourje ne toujours rien reçus décalent date darrivée tout moisjattends toujours recevoir,neutre,2,personnel
2115,Terville,nul sympa,neutre,2,personnel
2117,Cormeilles En Parisis,personnel sympa lécoute,neutre,2,personnel
2119,Fleury Sur Orne,magasin castorama plus choix également,neutre,1,large choix
2120,La Seyne Sur Mer,grand castorama plein place garer tarifs plus élevés autres magasins bricolage coin,neutre,1,large choix
2121,Antibes,bien,neutre,0,rayonnage
2130,L'Union,beaucoup monde samedi jai trouvé javais besoin nest toujours ca,neutre,1,large choix
2131,Bèziers,magasin top,neutre,2,personnel
2133,Poitiers,assez stock prix corrects a mal choix seuls problèmes cour matériaux impraticable heures affluence ny a assez personnes caisses a toujours 10 15min dattente,neutre,1,large choix
2136,Le Cannet,chez casto a presque tout quil faut,neutre,2,personnel
2141,Roanne,pourquoi mettre rendezvous place récupérer commande alors quon attend rendezvous 805 a11h30 27minute dattente,neutre,2,personnel
2145,Lattes,attente caisses 1 seule caisse ouverte horaires mensonger fermeture avant 20h,neutre,1,large choix
2147,Les Pennes Mirabeau,magasin correct beaucoup dexpositions salon jardins autres mobiliers dextérieurs également cour extérieure plusieurs chois matériaux,neutre,1,large choix
2153,Villabè,bien,neutre,0,rayonnage
2157,Vitrolles,très bien personnel sympa article stock,neutre,0,rayonnage
2158,Haubourdin,super,neutre,2,personnel
2159,Bèziers,très bien,neutre,0,rayonnage
2162,Feytiat,large choix vendeuse top,neutre,1,large choix
2164,Creteil,vais seulement dan magasin ca durgence car faut toujours faire queue pendant dinterminables minute car malgré grand nombre caisses seulement deux trois ouvertes samedi prix plus chers autres grandes enseignes,neutre,1,large choix
2167,Angouleme,besoin renseignements jai conseils solution,neutre,2,personnel
2168,Brest,fils cherchait dressing trouvé correspondait attentes,neutre,2,personnel
2172,Villabè,lieu très accessible lundi vendredi début matinée,neutre,2,personnel
2175,Rillieux La Pape,trai bien comme magasin,neutre,0,rayonnage
2177,Terville,pretty solid variety of all thing diy,neutre,1,large choix
2180,Thillois,grand magasin choix assez large,neutre,1,large choix
2186,Blagnac,peu vendeurs disponibles,neutre,2,personnel
2194,Les Ulis,personnel très sympa,neutre,2,personnel
2196,Marsannay-La-Cote,beau magasin beaucoup choix personnelles lécoute,neutre,1,large choix
2199,Bèziers,parfait,neutre,1,large choix
2201,Les Pennes Mirabeau,2 vendeurs mobilier extérieur vraiment adorables caisse pareil contre récupérer larrière cest catastrophique très antipathiques très long aucune aide,neutre,2,personnel
2203,Bèziers,super magasin beziers,neutre,2,personnel
2204,Henin Beaumont,très bien renseignée,neutre,0,rayonnage
2206,Bèziers,cool,neutre,2,personnel
2209,Lormont,bonjour comment fait ni lormont ni villlenave ni merignac répondent téléphone demie heure dappel chacun,neutre,2,personnel
2211,Kingersheim,pense positif magasin lensemble personnel trouve être très sympathique professionnel,neutre,2,personnel
2213,Bèziers,content service,neutre,2,personnel
2215,Bèziers,bien,neutre,0,rayonnage
2217,St Clement De Riviere,merci laide mounir a four is très agréable lécoute,neutre,2,personnel
2221,Bèziers,service personnel super animateur micro top,neutre,2,personnel
2223,Bèziers,super,neutre,2,personnel
2226,Colmar,venu renseigner afin connaître disponibilité velux ck04 apparemment vendeur temp téléphone prioritaire mannonce délais 1 mois demi 2 mois sans vérifier outils travail alors concurrence mannonce délais a 1 semaine juste info quand pousse porte magasin cest mendier acheter,neutre,2,personnel
2227,Bèziers,équipe top super magasin,neutre,2,personnel
2228,Bèziers,service client magasin nikel ra,neutre,2,personnel
2229,Bèziers,accueil très bien,neutre,0,rayonnage
2231,Bèziers,personnel super,neutre,2,personnel
2234,Antibes,bricolage,neutre,2,personnel
2235,Antibes,magasin autorise laccès chien depuis années cest décidé refuser hors caddie depuis peu savais moquette posé sol,neutre,2,personnel
2240,Anglet,commande internet retrait drive a lheure sympa,neutre,2,personnel
2242,Vandoeuvre Les Nancy,grand choix,neutre,1,large choix
2243,Dardilly,2 experience clickcollect commande annulée nont larticle pourtant indiqué quil reste stock site internet merci tenir stock jour plus rigueur,neutre,2,personnel
2247,Kingersheim,toujours aussi mauvais aimable stock hormis quil a rayon cerise gâteau ya rien rayon lon cherche,neutre,2,personnel
2252,Angouleme,super service,neutre,2,personnel
2257,Aytre,brico superstore with extensive range of building bbq and household product available well worth a visit,neutre,1,large choix
2258,Chambray Les Tours,personnel sympathique cest peu bazar magasin déstockage peutêtre,neutre,2,personnel
2259,Besancon,beau magasin,neutre,2,personnel
2262,Chambery,dépose tronçonneuse entretien donne délai exceptionnel 15j suite panne informatique 3 semaines après nayant toujours aucun retour contact magasin mannonce avoir envoyé outil seulement cette semaine,neutre,2,personnel
2264,La Seyne Sur Mer,jai président dune association carrefour remet trois fois semaine denrée alimentaires familles besoin merci tout cœur,neutre,2,personnel
2270,Vigneux Sur Seine,rien particulier dire jai trouvé service a clientèle qualité vendeurs a disposition écoute,neutre,2,personnel
2275,Givors,bien,neutre,0,rayonnage
2279,Feytiat,bon choix produit personnel sympa produits forcément étiquetés crée queue caisses assez pénible contre matériaux lexterieur personnel inexistant stock affichés internet réel correspondent numérotation allés forcément correste non plus,neutre,1,large choix
2281,Vandoeuvre Les Nancy,bon magasin personnel très sérieux,neutre,2,personnel
2283,Dardilly,vendeurs très disponibles conseille sourire apporte besoin solution adéquate problématique exposer,neutre,2,personnel
2285,Creteil,jai toujours trouvé dont javais besoin,neutre,2,personnel
2287,Pontault Combault,très peu personnel disposition allée luminaires javais besoin den acheter deux salon chambre jen repéré emballage démo coup allée voir personne assise derrière comptoir très occupée téléphone jai demandé sil exposé répond lavez fond cela doit être déstockage exposé toujours assise sans daigner lever vérifier retournée rayon jai choisi luminaire retournée voir demander ampoule allaient seule question lumière blanche jaune a donné disant voilà vite retournée sassoir jétais sidérée jai pris autre suspension chambre nai osé déranger savoir quelle ampoule allait sortais leroy merlin rien voir dame charmante posé plein question conseiller mets deux étoiles car dame laccueil a charmante a compris situation façon générale magasin où conseil médiocre voire inexistant jai également ca renseignements sanitaires 15 jours,neutre,2,personnel
2288,Pierrelaye,cool,neutre,2,personnel
2289,Bondues,bien reçu bien guidé,neutre,0,rayonnage
2290,Kingersheim,choix produit qualité peut daccroche client secteurs bâti,neutre,1,large choix
2293,Claye Souilly,ça bordel fouillis vendeurs disponibles,neutre,2,personnel
2296,Lescar,laccueil conseil,neutre,2,personnel
2297,L'Union,habituellement très satisfait magasin aujourdhui jai vraiment limpression déranger 3 personnes rayon découpe,neutre,2,personnel
2301,Melesse,magasin bricolage,neutre,2,personnel
2308,Villabè,jy allé but davoir devi conseils abris jardins bois conseillé très bien conseillé orienté choix objectif stock livraison petit bemole stock dispo sans visibilité plancher nai donc lemozmnt finalisé commande,neutre,1,large choix
2310,Marseille,super magasin,neutre,2,personnel
2314,Blagnac,slogan confirme chez casto a tout cqui faut outils matériaux,neutre,2,personnel
2322,Blagnac,bien beaucoup choix,neutre,1,large choix
2323,Rillieux La Pape,dur trouver vendeur,neutre,2,personnel
2324,Bèziers,adore,neutre,2,personnel
2327,Niort,cool,neutre,2,personnel
2330,Vigneux Sur Seine,stock mi jourje déplacée riengrrrr,neutre,1,large choix
2331,Portet Sur Garonne,super comme dab,neutre,2,personnel
2332,Bèziers,très content laccueil service,neutre,2,personnel
2334,Bourgoin Jallieu,jai acheté abris jardin métal manque rail cadre labris appelle dise 3 semaines délai avoir pièce jai bricoler morceau alu pouvoir monter abris,neutre,2,personnel
2336,Nantes,staff top,neutre,2,personnel
2337,Saint Maximin,bien grand beaucoup choix,neutre,1,large choix
2341,Villenave D'Ornon,très bien renseigné personnel très pro,neutre,0,rayonnage
2344,Creteil,beaucoup choix bricolage,neutre,1,large choix
2348,Coignieres,,neutre,0,rayonnage
2350,Antibes,cherche petit hommes bleues,neutre,2,personnel
2353,Haubourdin,impec très bien,neutre,0,rayonnage
2361,Niort,large diy store not unlike bq in uk we had our kitchen designed there make an appointment very helpful staff,neutre,1,large choix
2362,Coignieres,bonjour rien magasin contre niveau service client zéro jai commandé carrelage mar nest toujours là disant commande supprimé jai plusieurs fois magasin trouve solution donc jai contacté service client contre donne réponse souhaite juste remboursement si seule solution venir magasin être remboursé bah allez voir bonne journée très bientôt,neutre,2,personnel
2363,Chambray Les Tours,problème réglé remboursement effectué magasin merci madame laurence,neutre,2,personnel
2370,Villenave D'Ornon,chercher jour produit bien spécifique aucun vendeur disponible donc interpellé vendeur nétait rayon a téléphoner responsable vendeur a dit jarrive20 minute plus tard responsable résultat a pris produit ça va donc zéro conseilje précise 16h,neutre,0,rayonnage
2374,Vandoeuvre Les Nancy,grand supermarché bricolage construction décoration vaste parking,neutre,1,large choix
2384,Angouleme,grand magasin bien rangé,neutre,0,rayonnage
2388,Brest,mal avoir vendeur,neutre,1,large choix
2389,Bron,1h dattente parking retrait dune commande internet drive alors quon demande pourtant prendre rendezvous retrait process revoir 1 étoile quand car moins polis,neutre,2,personnel
2390,Chennevieres Sur Marne,choix conseils temple bricoleurs,neutre,1,large choix
2393,Nantes,attendre plus 20 minute rayon bricolage peux comprendre quand a monde personne quand demande collègues rayon côté jouent téléphone répondu daller voir rayon arrivé rayon vendeur voit bonjour passe devant disparaît autre rayon dernière fois voyez magasin étonnez si client déserte magasin étonnant vendeurs incompétents comme celui soir 5 mai 18h signaler laccueil magasin,neutre,2,personnel
2395,Lormont,accueil revoir certains rayonsdommage,neutre,2,personnel
2401,Bourgoin Jallieu,super,neutre,2,personnel
2407,Villenave D'Ornon,pris article salle bain marque déçuvoilà,neutre,2,personnel
2408,Marsannay-La-Cote,choix qualité,neutre,1,large choix
2411,Dardilly,beaucoup choix,neutre,1,large choix
2416,Paris 18,bien pratique coeur paris bien achalandé,neutre,0,rayonnage
2417,Henin Beaumont,très bien,neutre,0,rayonnage
2418,Paris 15,sem novidades em relação demais do mesmo ramo,neutre,2,personnel
2423,Paris 15,lieu sympa,neutre,2,personnel
2424,Poitiers,mettre carrelage vente envoyer mail confirmant rendezvous mettre heure trajet aller heure trajet retour final repartir bredouille faudrait mettre jour site finalement pense vais partir chez leroy merlin car ça commence faire beaucoup vraiment sérieux rembourse carrelage rembourse lessence a jour coûte cher,neutre,1,large choix
2428,Vandoeuvre Les Nancy,tout matin appeler laccueil dit passe rayon concerné jardinanerie 4h après sonne tjr personne decroche avant déplacer plus 60 km chez apprécié avoir dispo produits souhaitez urgent dagir gros problème laccueil borné dire transfert personne decroche matin 8h 13h laprès midi honteux grande enseigne comme castorama a comparer brico dépôts leroy merlin decroche répons sans soucis,neutre,2,personnel
2429,Melun,service drive impeccable personnel très performant,neutre,2,personnel
2431,Nîmes,castorama nîmes 2 heures quart attente meuble lave main service retrait lamentable inouï sans parler mauvaise humeur accueil glacial casto a tout si faut a éviter,neutre,2,personnel
2432,Bèziers,alors partout passe normalement caisses eh bien non peut passer directement cherchez lerreur,neutre,0,rayonnage
2436,Gonfreville L'Orcher,cest cool,neutre,2,personnel
2437,Bourgoin Jallieu,rien signaler rayon bien indiqués personnel écoute,neutre,0,rayonnage
2439,Bèziers,très déçue cherchais receveur douche 80x120 reste 1 castoramafr dispo stock 125 euro présente rayon casto beziers aucun receveur disponible vendeur dit quil faut fier stock donné site dommage a question si commandé drive réponse remboursé merci,neutre,2,personnel
2441,Bèziers,changez rien gentillesse compétence serviabilité toujours rendezvous,neutre,2,personnel
2444,Les Ulis,cailloux blanc achetés sorte poudre recouvrent premières pluies hop deviennent marron si seulement castorama ulis joignable téléphone bout 11 minute cela raccroche,neutre,2,personnel
2446,Roissy En France,tous matériaux plus loutillage dappareils disponibles,neutre,1,large choix
2447,L'Union,impossible commander distance livraison domicile partir castorama car jhabite plus proche st orens st orens produit question stock service vente castorama non adapté non flexible trop compliqué castorama passe concurrence plus souple,neutre,2,personnel
2448,Antibes,magasin très complet très grand parking site internet ludique,neutre,1,large choix
2450,L'Union,magasin bricolage très bien fourni a souvent lattente caisses,neutre,2,personnel
2451,La Seyne Sur Mer,malgré grande taille beaucoup darticles accessibles web plus quand viens loin acheter produits affichés comme disponibles quantité restante 6 quune fois rayon vendeur dit quil a tout vendu samedi précédentla peu boes heureusement gentillesse lécoute vendeur apaise énervement,neutre,1,large choix
2453,Le Cannet,gsb comme autre,neutre,1,large choix
2454,Lattes,tout lune références bricolage matériaux,neutre,2,personnel
2455,Frejus,personnel sympa disposition,neutre,2,personnel
2456,Creteil,castoramawhat else,neutre,2,personnel
2460,Paris 18,pied métro clichy enseigne castorama ouvre magasin programme nature plantes muguets pleins fleurs puis outils ainsi pièces lampes autres outillagesecttrès intéressant,neutre,2,personnel
2461,Perpignan,,neutre,0,rayonnage
2462,Roanne,si navez besoin conseils allez chez castorama,neutre,2,personnel
2464,Henin Beaumont,énormément choix,neutre,1,large choix
2466,Melun,g plus apprécié magasin lors dernier passage jai trouvé plus choix,neutre,1,large choix
2467,Poitiers,grand choix matériaux,neutre,1,large choix
2469,Henin Beaumont,rare enseigne vendant encore petite bouteilles camping gaz barbecue,neutre,2,personnel
2470,Orvault,a recherche dune pièce raccord rapide remplacer compresseur acheté chez a quelques années réponse vendeur rayon tout là si trouvez cest navons internet site marque peutêtre étonnez si cette enseigne periclite si laction mano mano grimpe flèche,neutre,2,personnel
2490,Chambourcy,personnel connaissent encore bricolage travaux,neutre,2,personnel
2493,Chambourcy,magasin bien organisé ouvriers bien poli,neutre,0,rayonnage
2506,St Clement De Riviere,perplexe rapport qualitéprix défavorable certaines marchandises accueil service aprèsvente revoir très enclin aider téléphone jamais décroché rupture stock alors site web affirme contraire quelques membres personnel condescendant voire agacé etc cest cela depuis retour confinement a 2 an,neutre,2,personnel
2509,Bèziers,bien,neutre,0,rayonnage
2510,Bron,cherche personnel magasin car fauteuil jardin exposés puis patiente temp système imprime 2 feuilles ensuite va caisse heureusement dattente rend retrait patiente car 1 seule personne soccupe retraits patiente puis patiente encore pouvoir récupérer fauteuil jardin personnel na lair très dynamique malgré fait quils nombreux tout cela mercredi début daprèsmidi jimagine bazar weekend pense éviter magasin semble très mal organisé,neutre,2,personnel
2511,Bron,jétais venu a an début drive vu crise covid pouvait accepter comprendre désorganisation léquipe aujourdhui nest plus vraiment acceptable si habitez lyon allez magasin chambéry plutôt faire commande web bron certainement déjà rentré chez avant quon servi ici,neutre,2,personnel
2517,Givors,trouve tout,neutre,2,personnel
2528,Lattes,conseil peinture très performant,neutre,2,personnel
2531,Terville,clé radiateur clé 6 pan dessus 14,neutre,2,personnel
2532,Fresnes,personnelle très renseigner,neutre,2,personnel
2535,Marsannay-La-Cote,this is my favourite diy shop in dijon,neutre,2,personnel
2539,Saint Orens De Gameville,tarif exceptionnel,neutre,2,personnel
2541,Angouleme,choix lattente vendeurs,neutre,1,large choix
2545,La Seyne Sur Mer,trouve tout dont a besoin si voulons renseignement lavons tout suite,neutre,2,personnel
2547,Creteil,magasin complet bien achalandé,neutre,0,rayonnage
2552,Bron,très grande surface bricolage,neutre,2,personnel
2553,St Marcel Les Valence,pergola mise panier indique livraison gratuite arrivée paiement faut rajouter 50 ok grave ensuite message disant pergola peux être livré ok alors drive pire non téléphone dit a problèmes site depuis 3 semaines quau drive peut tout commander bravo castorama très déçu,neutre,2,personnel
2557,Dunkerque,nice place,neutre,1,large choix
2563,Annecy,vendeur sympathique,neutre,2,personnel
2564,St Marcel Les Valence,employés très professionnels lécoute,neutre,2,personnel
2567,Vigneux Sur Seine,trouve veut souvent seule caisse ouverte bp monde,neutre,2,personnel
2570,Dardilly,grand magasin vaste choix produits matériels,neutre,1,large choix
2571,Perpignan,très bien chez casto a tout quil faut,neutre,0,rayonnage
2573,Marseille,trouverez carrelage parquet peinture plâtre sable ciment placoplatre raccords siphon cuivre quincaillerie outils électricité baignoire lai trouvé chez castorama marque alibert plus marseille,neutre,2,personnel
2578,Le Mans,trop grand contrairement bien dautres magasins bricolage personnel répondre peu apprécié lobligation faite vigile faire tout tour passer sortie sans achat refaire ensuite chemin contraire sortir quel manque dhumanité,neutre,0,rayonnage
2580,Marseille,magasin vaste choix,neutre,1,large choix
2581,Lescar,magasin bien agencé personnel sympathique,neutre,2,personnel
2582,Portet Sur Garonne,magasin bien organisé personnel très organisées également,neutre,0,rayonnage
2589,Saint Orens De Gameville,top,neutre,2,personnel
2590,Bondues,castorama normalmais qualite service loin meilleurs chez casto,neutre,2,personnel
2594,Paris 15,chaste,neutre,0,rayonnage
2596,Orvault,toujours courir après vendeurs avoir conseil,neutre,2,personnel
2599,Orvault,grand magasin plein didées bricoler,neutre,1,large choix
2602,Marseille,heureusement vendeurs sympa impliqués relever niveau problèmes stock désorganisation commandes linjoignabilité téléphone,neutre,2,personnel
2606,Bron,magasin grand choix produits,neutre,1,large choix
2607,Vandoeuvre Les Nancy,très bien,neutre,0,rayonnage
2611,Gonfreville L'Orcher,magasin devenu très austère rafraichissement rayon magasin indispensable,neutre,2,personnel
2612,Fleury Sur Orne,cest casto classique trouve régulièrement dont a besoin conseils globalement corrects,neutre,2,personnel
2621,Brest,bien,neutre,0,rayonnage
2623,Aubiere,rien dire service prix ok,neutre,2,personnel
2624,L'Union,trovo sempre quello che ho bisogno,neutre,2,personnel
2626,St Jacques De La Lande,très grand très bien,neutre,0,rayonnage
2629,Aytre,vient ici chercher bois sui cependant tt temp mouillé,neutre,2,personnel
2630,Chambray Les Tours,jai juste parking rdv voiture ancienne,neutre,1,large choix
2633,Antibes,gestion stock aléatoire passe commande drive 2h matériel disponible bout 45mn dattente lors retrait dit toute commande nest disponiblela vendeuse a fait maximum sexcuser ny rien seule gestion stock périlleuseidem terreau non dispo site web depot castorama antibes alors 2 palette bien présentes site sans affichage prix dailleurs castorama doit vite redresser barre remettre cause,neutre,0,rayonnage
2637,Kingersheim,déçue manque disponibilité vendeurs quand trouve demande renseignement fait sentir dérangepourtant travail aider client,neutre,2,personnel
2647,Coignieres,depuis quand vigile contrôle article acheté,neutre,2,personnel
2657,Quimper,personnel très pro bien conseillé personnel caisse sympathique,neutre,0,rayonnage
2661,Bèziers,super content achats lanimateur castorama,neutre,2,personnel
2666,Villenave D'Ornon,injoignable téléphone répondent puis raccroche transfert autre service cela naboutit faut forcement déplacer ça énerve surtout quand essaie dappeler car retard plusieurs jours réception commande inacceptable,neutre,2,personnel
2668,Chennevieres Sur Marne,bien,neutre,0,rayonnage
2686,Lormont,magasin bien achalandé,neutre,0,rayonnage
2689,L'Union,pratique nombreux article,neutre,2,personnel
2696,Les-Clayes-Sous-Bois,jaime bien magasin,neutre,0,rayonnage
2697,Aubiere,chez casto a tous faut,neutre,2,personnel
2698,Bèziers,bien servi,neutre,0,rayonnage
2709,Claye Souilly,chez casto ya tous ski faut,neutre,2,personnel
2710,Barentin,2 fois passés caisse sarah employée très gentille serviable sais être lécoute client grand professionnalisme,neutre,1,large choix
2711,Henin Beaumont,super,neutre,2,personnel
2717,Bron,personnel peu présent professionnel celui st priest allée finir course leroy merlin,neutre,2,personnel
2720,Terville,a tout quil faut,neutre,2,personnel
2721,Pierrelaye,a fuire jai acheté porte castorama garantie 10ans malgre cela suite defaut dune piece sav indique rupture totale fabrication porte telle vôtre pièces découlant signalement effectué dgccrf,neutre,2,personnel
2725,Les Lilas,très bien,neutre,0,rayonnage
2749,Aix En Provence,a tout tout,neutre,0,rayonnage
2752,Antibes,immenseon trouve tout sauf personnel serviable donc nachète rien,neutre,2,personnel
2755,Kingersheim,large choix toutes bourse,neutre,1,large choix
2757,Herouville St Clair,tres bien,neutre,0,rayonnage
2765,Marseille,tb,neutre,0,rayonnage
2771,Annecy,trouvé recherchais,neutre,2,personnel
2772,L'Union,magasin agréable personnel compétent surtout secteur technique dommage cependant quil ny plus marque professionnelles tel milwaukee festool aeg,neutre,2,personnel
2779,Blagnac,vendeurs nul,neutre,2,personnel
2780,Haubourdin,personnel convivial disponible gros problèmes livraison qualité,neutre,2,personnel
2782,Villabè,castotout dit,neutre,0,rayonnage
2783,Vitrolles,yea castaroma,neutre,0,rayonnage
2786,St Marcel Les Valence,très bien accueil service,neutre,0,rayonnage
2794,Mundolsheim,bien manque juste personnelsi temp cest bien,neutre,0,rayonnage
2796,Villabè,magasin très bien,neutre,0,rayonnage
2797,Olivet,égal toujours qualité,neutre,1,large choix
2799,Paris 15,неплохой выбор инструмента и красок,neutre,2,personnel
2804,Antibes,personnel très lécoute,neutre,2,personnel
2808,Villemomble,aucun conseiller disponible rayon,neutre,2,personnel
2812,La Seyne Sur Mer,a découpe très arrangeant difficile optenir conseil vendeurs,neutre,2,personnel
2813,Melun,large choix matériels,neutre,1,large choix
2818,Colmar,stock beaucoup choix sanitaire,neutre,1,large choix
2819,Aytre,mal choix allons régulièrement trouvons souvent cherchons,neutre,1,large choix
2820,Bèziers,super,neutre,2,personnel
2823,Paris 20,moyen personne renseignements produits,neutre,1,large choix
2830,Henin Beaumont,chez casto a tout quil faut,neutre,2,personnel
2834,Melun,commandé cuisine préparation projet conseils disponibilité vendeuses vendeurs plus satisfait prestation répondre téléphone magasin doi dire chaque fois tout monde a disponible très professionnel espérons suite augure arnaud christine dhuy,neutre,2,personnel
2837,Haubourdin,très sympa ibtisseme continuez,neutre,2,personnel
2840,Bèziers,trouve tout veut impossible glaner 1 renseignements,neutre,2,personnel
2847,Jouy Aux Arches,magasin lumineux spacieux trouve tout presque,neutre,2,personnel
2848,Agen,castorama quoi,neutre,2,personnel
2850,Pierrelaye,personnel,neutre,2,personnel
2855,Saint Maximin,bien achalandé,neutre,0,rayonnage
2859,Agen,chez casto trouve toujours quil faut,neutre,2,personnel
2868,Nantes,avoir quelquun téléphone cest mission impossible marre répondeurs robot non sen disant proche prenez personnel cela fonctionnera mieux,neutre,2,personnel
2872,Herouville St Clair,toujours pareil,neutre,2,personnel
2873,Melesse,cest peu comme magasin jouets mari,neutre,2,personnel
2875,Pierrelaye,cool,neutre,2,personnel
2879,Rillieux La Pape,personnel sympathique choix produits,neutre,1,large choix
2884,Angouleme,chez casto a toujours tout quil faut globalement nest si mal personnel plutôt compétent si arrive capturer,neutre,2,personnel
2886,Nantes,caissiere tres sympa,neutre,2,personnel
2887,Feytiat,jai acheté peinture très bien,neutre,0,rayonnage
2890,Niort,castorama couleurs bleue jaunes ukraine ca toutes enseignes,neutre,2,personnel
2894,Levallois-Perret,nouveau concept castorama plein centre ville offre réduite bien adaptée,neutre,0,rayonnage
2895,St Martin D'Heres,rien dire,neutre,2,personnel
2898,Marseille,trop bien,neutre,0,rayonnage
2900,Vélizy Villacoublay,a vraiment tout faut chez casto,neutre,2,personnel
2902,St Marcel Les Valence,ra,neutre,2,personnel
2903,Gonfreville L'Orcher,formez équipe peinture car snapchat manger gâteaux 16h font partie boulot pen plutôt conseiller client ailleurs demande si doi excuser avoir dérangé avoir comme réponse rayon là ba coup ça a autre magasin visite cet aprèsmidi 16h,neutre,2,personnel
2904,Frejus,personnel sympathique lécoute,neutre,2,personnel
2908,Aubiere,léquipe magasin composé dincapables préfèrent rien faire travailler quand arrive avoir professionnel devant tourne ridicule pensant tout savoir jai laissé trop nombreuses chance magasin seul personnel sympathique trouve caisses,neutre,2,personnel
2914,Chambray Les Tours,beau magasin très fourni beaucoup darticles destockage,neutre,1,large choix
2922,Frejus,attente accueil refus reprise article 8sans ticket caisse porteur carte fid contre avoir,neutre,2,personnel
2925,Nantes,faites jamais demande devi délai trop long apres passage technicien suivi pose suit plus faute a plus compétent,neutre,2,personnel
2926,Claye Souilly,manque personnel renseignements,neutre,2,personnel
2933,Bèziers,trouve tout dont a besoin,neutre,2,personnel
2934,Chambray Les Tours,commander net débité compte depuis toujours nouvelle donc annulation commande soins dommage,neutre,2,personnel
2941,Gonfreville L'Orcher,bon courage atteindre linto peux poster photo cest dommage,neutre,2,personnel
2942,Le Cannet,bonjour juste commandes longue venir,neutre,2,personnel
2946,Vandoeuvre Les Nancy,2 plus gross enseigne bricolage nancy,neutre,2,personnel
2947,Dardilly,choix multiple conseils accueil efficaces dommage certains produits phares stock,neutre,1,large choix
2952,Bèziers,trouve toujours quil faut employés patient lécoute sandrine accueil super sympa très pro,neutre,2,personnel
2957,Bèziers,mathieu rayon jardin très professionnel magasin aussi,neutre,2,personnel
2959,Poitiers,personnel professionnels mont bien expliqué produit voulais,neutre,0,rayonnage
2963,Villabè,grand choix,neutre,1,large choix
2966,Bèziers,magasin bricolage décoration multiple références personnel serviable,neutre,2,personnel
2970,Feytiat,service rendezvous,neutre,2,personnel
2971,Bèziers,promos moment grand choix général,neutre,1,large choix
2973,Gonfreville L'Orcher,trouve tout bricoler,neutre,2,personnel
2974,Chambery,équipe bâtiment très professionnelmerci suivi commande malgré problèmes informatiques recommande magasin,neutre,2,personnel
