,City,Content_clean,comp_score,topic,topic label
3802,Agen,très bien parfois trop chère,positif,1,large choix
3803,Chambery,choix totalement hallucinant vendeurs toujours parfait maîtrise leurs métiers rien a redire magasin top,positif,2,personnel
3804,St Jacques De La Lande,enseigne bricolage efficace conseillers clientèle vraiment pro,positif,0,personnel
3805,Villemomble,très bon magasin,positif,0,personnel
3807,Roanne,bon accueil,positif,0,personnel
3813,Thillois,excellent contact salariés produits proposés,positif,2,personnel
3815,Marseille,accès facile lautoroute cest bien,positif,1,large choix
3816,Agen,parfait toujours bons renseignements,positif,2,personnel
3817,Barentin,bonne magasin,positif,1,large choix
3819,Henin Beaumont,super accueil tant magasin a caisse merci badra,positif,0,personnel
3821,Fresnes,trop peut caisse ouverte temp dattente important problème récurent,positif,1,large choix
3822,Poitiers,conseillers vente rayon carrelage arnaud porte très pro bons conseils disponibilité agréable,positif,2,personnel
3828,Chambery,superbes conseils magasin produits recherchés top conseil,positif,2,personnel
3829,Quimper,rapport qualité prix super,positif,2,personnel
3831,Angouleme,très bon produits,positif,0,personnel
3832,Bourgoin Jallieu,dame nomme cathy dit ni bonjour ni autre dun désagréable ainsi collègue na voulu dire nom nom reprise produit faute selon castorama st martin dhères ecommande sav,positif,1,large choix
3836,L'Union,bien bon magasin beaucoup choix,positif,0,personnel
3838,Bron,parfait large choix ref bien ranger bon accueil caisse,positif,0,personnel
3841,Les Ulis,très belle expérience fabien camille travaux terrasse très professionnel écoute client merci encore accueil,positif,0,personnel
3844,Thillois,trouve vraiment quon veut bon produit moment,positif,0,personnel
3847,Gonfreville L'Orcher,première acquisition jai très bien conseillé thierry lachat parquet disponible investit professionnel qualité service très importante,positif,1,large choix
3848,Viriat,grand parking ok place retrait marchandises si commande,positif,1,large choix
3849,Chambery,passé matin magasin magasin spacieux bien agencé vendeurs su maiguiller recommande,positif,1,large choix
3854,Angouleme,sophie virginie top accueil très professionnel souriante pareil léa rayon cuisine,positif,2,personnel
3863,Lormont,domaine familial accueil chaleureux vigneron plus expérimenté france voir plus très certainement gamme complète prix très compétitif,positif,2,personnel
3866,Le Cannet,agréable service accès,positif,1,large choix
3867,Olivet,personnel spécialisé rayon magasin très aimables cependant caisse cest autre histoire bien dommage belle enseigne,positif,1,large choix
3870,Frejus,bon conseils vendeurs,positif,2,personnel
3879,Bèziers,excessivement chers produits,positif,2,personnel
3880,Mundolsheim,déjà client depuis 20 an lenseigne castorama venu avoir solution placard magasin strasbourg remercie professionnalisme vendeur sofiane rayon porte,positif,1,large choix
3886,Pontault Combault,chère employés chaleureux,positif,1,large choix
3890,L'Union,merci matthieu loutillage bons conseils nettoyeurs haute pression pleinement satisfait passage lachat réalisé,positif,2,personnel
3892,Nantes,prix pratiqués corrects choix variés notamment revêtements sol,positif,2,personnel
3894,Chambery,magasin casto super pu commandé conjoint tout dont besoin vendeur a aider charger voiture top,positif,1,large choix
3896,Kingersheim,bien achalandé grand choix certains article peu chers,positif,2,personnel
3900,Bondues,accueil professionnel peu avare conseils sans oublier hôtes hôtesses caisse toujours agréables,positif,2,personnel
3902,Chambery,équipe top merci beaucoup,positif,2,personnel
3903,Nantes,tres bons conseils rayon sanitaire accès personnes a mobilité réduite,positif,2,personnel
3908,Chambery,jai très bien conseillée personnel très agréable lécoute recommande,positif,1,large choix
3915,Paris 15,enseigne bien placé sortie métro bir hakeim 15ème arrondissement paris employés très lécoute bons conseils recommande,positif,2,personnel
3918,Pierrelaye,excellent service surtout mecs découpe,positif,0,personnel
3921,Chennevieres Sur Marne,super service merci badr aide afin récupérer changer store banne,positif,1,large choix
3935,Antibes,service client impeccable particulier laccueil réactivité service client sm a utiliser sans hésitation plus rapide lattente téléphone,positif,1,large choix
3938,Angouleme,ok lundi férié hôtesse caisse plus désagréableune facture 500 dommage car personnel magasin très réactif moment retient toujours passage caisse,positif,1,large choix
3939,Perpignan,bon personnel,positif,0,personnel
3942,St Nazaire,super conseil samuel béton ciré extrêmement consciencieux a pris temp nécessaire conseiller mieux,positif,0,personnel
3943,Bron,très bon renseignements,positif,0,personnel
3945,St Clement De Riviere,merci mounir aide location sans pu faire cette location,positif,1,large choix
3947,Paris 15,samedi après midi rayon découpe bois demander david grand professionnel disponible surtout amoureux bois histoire famille remontant grand père menuisier comme quoi destinée,positif,1,large choix
3950,Dunkerque,très bon conseil,positif,0,personnel
3952,Lattes,magasin lagencement particulier trouver dont a besoin nest intuitif drive cest catastrophe produits non prêts lheure 30 minute dattente voiture laire stationnement réservée obligé daller retrait là dit ah ben ça na sonné ça marche bien faut peutêtre ouvrir programme pc madame non réponse ah oui ça fonctionne faut aller retirer produits retrait matériaux va là dit ben non monsieur cest drive quil fait aller finalement vendeur compréhensif donne commande retrait matériaux résultat retrait dune commande 2 article 1h,positif,1,large choix
3954,Antibes,top personnel sérieux compétent,positif,1,large choix
3956,Villabè,travaux faire conseils obtenir magasin a tout trouver solution,positif,2,personnel
3959,Le Mans,très bien personnel drive super agréable,positif,1,large choix
3962,Saint Maximin,manque prix rayonsreponse vendeur dimanchesecond rayon manque prix vendeur assis marre passage caisse responsable sécurité répond secu faire plaisir laissant avis honteux,positif,2,personnel
3964,St Martin D'Heres,bonjour jadore magasin castorama jadore beaucoup magasin car jachète souvent plan voilà merci,positif,1,large choix
3965,St Martin D'Heres,bonjour jadore magasin castorama jadore beaucoup magasin car jachète souvent plan voilà merci,positif,1,large choix
3968,St Nazaire,magasin très propre assez agréable allées largemanque peut choix fruit exotiqueet magasin electro trop petit,positif,1,large choix
3969,Haubourdin,accueil hyper sympathique grand merci tous vendeurs vendeuses super bien renseigner,positif,1,large choix
3973,Les Ulis,camel super vendeur matériaux extérieurs merci,positif,2,personnel
3975,Vélizy Villacoublay,bonjour enfin magazin ouvert lundi pâques,positif,1,large choix
3976,Antibes,trouve tout presque très utile agréable donne idée,positif,1,large choix
3978,Besancon,agréable,positif,1,large choix
3979,Merignac,tomber vendeuse hyper sympa bonne connaissance produit,positif,1,large choix
3987,Vigneux Sur Seine,très satisfait lors différents passage magasin beaucoup polyvalence entre différents acteurs bonne connaissance produits,positif,2,personnel
3989,Dardilly,magasin choix immense prix compétitifs revanche faut avoir besoin renseignements car côté là cest déceptionjexprime opinion cette foisci car cest chaque fois chose terme disponibilité personnel lon na toujours sentiment déranger,positif,1,large choix
3995,Viriat,beaucoup choix prix correct,positif,2,personnel
3996,Coignieres,très bien achalandé vendeurs très bons conseillés très technique,positif,2,personnel
3999,Aubiere,a niveau dun achat dune porte garage personne jai très a lécoute serviable gentil benmeftah khreir recommande,positif,1,large choix
4006,Bron,peut mieux faire,positif,1,large choix
4009,Villemomble,peu cher qualité bonne,positif,2,personnel
4011,Coignieres,préfère faire quelques kilomètres plus éviter celui velizy,positif,1,large choix
4013,Henin Beaumont,personnel très compétent magasin agréable,positif,1,large choix
4015,La Seyne Sur Mer,magasin personnel agréable,positif,1,large choix
4016,Fleury Sur Orne,vendeur très gentil lécoute,positif,1,large choix
4017,Orvault,choix prix correct,positif,2,personnel
4020,Vitrolles,bonne grande surface bricolage,positif,0,personnel
4021,Angouleme,si besoin rien pouvez allerleroy merlin beaucoup mieux,positif,2,personnel
4022,Rillieux La Pape,beaucoup choix peu cher très accessible voiture,positif,2,personnel
4026,La Garde,lieu ouvert dimanche aprèsmidi activité bricolage improvisé trop bien,positif,1,large choix
4032,Villabè,trop peu stock présent prix élevé beaucoup casse bâti stock internet faut comme peu prêt partout reassort non mi dispo notament bâti 23 plaque xps dit dispo 0 disposition cest exception,positif,2,personnel
4034,Paris 18,magasin assez grand possibilité faire decoupe mesure beaucoup produit produits accessibles tous ba prix,positif,2,personnel
4035,Les Pennes Mirabeau,vendeurs très sympas lécoute serviables lieu propre moins dattente caisse,positif,1,large choix
4038,St Clement De Riviere,merci marion rayon jardin conseils avisés,positif,2,personnel
4041,Colmar,super merci,positif,1,large choix
4045,Colmar,super accueil personnelles disponible compétents,positif,1,large choix
4046,Viriat,conseiller clientèle disponible règlement différentes entre hôtesses caisse mr lagent sécurité lhôtesse caisse excellente 10,positif,1,large choix
4051,Chambery,difficile trouver a besoin novice a tout surtout personnel agréable bons conseils agréable aussi parcourir tous rayon faut avoir temp magasin suffisamment grand recommande,positif,1,large choix
4052,Les Ulis,demandé devi pose insert cheminée 2 mois après navons aucun devi délai devi payé avance plusieurs mois plusieurs années,positif,1,large choix
4056,Bèziers,satisfaite laccueil service rayon revêtement sol,positif,2,personnel
4058,Herouville St Clair,très beau magasin bien achalandé,positif,1,large choix
4060,Kingersheim,jai acheté balencoire fille franchement équipes top top,positif,2,personnel
4061,La Seyne Sur Mer,bon magasin personnel lécoute,positif,0,personnel
4063,Vélizy Villacoublay,disponibilité compétence amabilité responsable rayon cuisine ainsi personnel général,positif,1,large choix
4067,Nîmes,super accueil conseil salles bain damien rayon merci encore ruben marie,positif,0,personnel
4068,Vitrolles,vendeurs très sympathiques professionnels prévenant bon conseil rayon sol demandez sebastien,positif,0,personnel
4073,Bourgoin Jallieu,bon,positif,0,personnel
4076,Poitiers,idéal trouver outillages,positif,2,personnel
4077,Bèziers,très satisfaite conseils mathieu lachat barbecue lanimateur magasin,positif,2,personnel
4081,Bèziers,super magasin très bon accueil,positif,0,personnel
4085,St Nazaire,renseignements qualité très bons conseils rayon monoculture,positif,2,personnel
4087,Bèziers,très satisfaite achats pendant lanniversaire castorama recommence magasin,positif,1,large choix
4088,Villenave D'Ornon,chaque fois viens épaté épaté nombre prix manquants surtout ceux produits bien souvent plus chers ceux rayon exemple concret aujourdhui accessoires piscines centre lallée 3 bloc carton produits 0 prix ensuite choix attendre 10min trouver vendeur car assez nombreux tenter chance caisse espérant avoir nez fin non car produits affichés site bornes prix,positif,2,personnel
4090,Bèziers,équipe top merci beaucoup,positif,2,personnel
4091,Bèziers,jai utilisé drive aujourdhui impeccable récupération matériel lheure sourire mot sympa personnelparfait,positif,1,large choix
4094,Aix En Provence,bel accueil personnel sympathique professionnel bonne ambiance magasin,positif,1,large choix
4096,Perpignan,personnel rayon jardin lécoute projet aide conseil sérieux dantony merci,positif,1,large choix
4099,Bèziers,bon magasin personnel top dès arrivons très bien pris charge cest super,positif,1,large choix
4102,Bèziers,super magasin très bonne acceuil annimateur très dinamique,positif,1,large choix
4103,Paris 20,nai lhabitude décrire davis normalement personne laccueil hier matin a super accueil chaleureux efficace raison commander internet venir directement boutique,positif,0,personnel
4104,Gonfreville L'Orcher,thierry laménagement donne service top merci reviendrai,positif,2,personnel
4110,Frejus,bon magasin bricolage,positif,0,personnel
4113,Marseille,1h46 téléphone attendre personne répond plus 4 heures attends livraison aucun interlocuteur habite place samedi demandé amis aider décharger lamentable,positif,1,large choix
4114,Paris 15,recommande tout magasin vendeurs jeunes professionnels désagréables moins font mieux portent jai acheté pvc sol clipssable chez moment livraison mont téléphoné dire moitié marchandise abîmé quils peuvent livrer autre modèle place modèle jai choisi jai refusé demandé voir sil modèle jai choisi dautres magasins castorama îles france alors certain jawad menti affirmé téléphone quil a contacté autres magasins quils navaient modèle alors jai dû déplacé personnellement castorama velizy jai trouvé modèle jai choisi voulait casser tête recommande vivement castorama velizy vendeurs certains âge super sympastrès professionnels donnent très bon conseil plus,positif,0,personnel
4115,Villenave D'Ornon,jai commandé dressing 1200 nest complet jessaye dappeler magasin transmet service ça raccroche jessaye rappeler depuis 45 minute nai aucune réponse léquipe vendu dressing très compétente vaut mieux commande complète puisquon peut joindre magasin très frustrant,positif,1,large choix
4121,Avignon,beaucoup choix prix sympa,positif,2,personnel
4123,Thillois,personnel bon conseil peuvent revendiquer tous vendeurs magasin,positif,0,personnel
4127,L'Union,ouvrent dimanche excellent moment séance bricolage maison,positif,0,personnel
4129,Pierrelaye,assez diversifié niveau produits marque toutes représentées leurs propres marque doutils majoritaires,positif,2,personnel
4131,Merignac,très agréable accueil professionnalisme julien rayon électricité a recommander,positif,1,large choix
4134,Bondues,beaucoup mieux quavant conseil client,positif,2,personnel
4135,Cormeilles En Parisis,droits lextension garantie débloqués bout 3 mois plusieurs courriers service dassurance spb castorama vraiment responsable na agi directement auprès spb,positif,1,large choix
4136,Haubourdin,personnel toujours très disponible agréable conseils très professionnels,positif,1,large choix
4141,Paris 20,étoile cause grand jeune homme dreadlock rdc fait partie employés bouscule devant étonnement a geste déplacé témoigner mépris confirmer absence politesse égard magasin connais depuis très longtemps a décidément beaucoup changé comportement certains employés,positif,2,personnel
4147,Dunkerque,trop cool,positif,1,large choix
4150,St Martin D'Heres,bonjour jadore magasin castorama jadore beaucoup magasin car jachète souvent plan voilà merci,positif,1,large choix
4151,Besancon,excellent magasinon trouve tout toutes bourse,positif,1,large choix
4154,St Nazaire,lorsque venez acheter magasin comptez vendeurs tellement jeune connaissent tournevis cruciforme capable vendre lime épaissir métal,positif,0,personnel
4155,St Martin D'Heres,devais appeler savoir si magasin reçu produit voulais acheter dont mavait annoncé commande fin semaine difficulté avoir laccueil puis impossible davoir vendeur rayon concerné jabandonne donc projet recommande magasin lucie,positif,1,large choix
4157,Antibes,mets 3 non service car bien accueilli plutôt lattente niveau retrait marchandises manque personnel impensable voir courir faire possible palier ça,positif,1,large choix
4158,Aix En Provence,personnel très sympa problème récurrent prixà dix jours dintervalle doi faire intervenir responsable bon prix inférieur bien facturé article,positif,1,large choix
4159,Bondues,suite lachat dune porte garage cours matériaux jai problème carte paiement caissière a dune extrême gentillesse maider régler problème personnel a également petits soins pouvoir charger cette porte fois lachat enfin réglé quils tous encore remerciés recommande vivement magasin,positif,1,large choix
4163,Saint Maximin,personnel compétent bons produits,positif,2,personnel
4164,Cormeilles En Parisis,produits qualité personnel compétent,positif,1,large choix
4172,Aytre,personnel très accueillants lécoutes merci,positif,1,large choix
4183,Roissy En France,retourne jour deux an plus tard 14 avril 2022 acheter peinture plan salade fait 24 dehors allons avoir weekend dingue soleil cest moment planter bien devinez quoi côté jardin non seulement foutoir inimaginable plus ya rien rien tomates quoi planter,positif,1,large choix
4184,Le Mans,bon magasin bricolage,positif,0,personnel
4185,Portet Sur Garonne,jai participé réunion dinformation vue dune formation dun futur cdi entretiens passés très rapidement 40 minute 4 postulant personnes jestime jeunes non expérimentées poste recruteur fait donner réponses précises question précises nest effet compris manque maturité recruteurs car effet parle façon tant vendeur client manuel bleu travail qua client intellectuel cravate,positif,1,large choix
4186,St Martin D'Heres,magasin très bien achalandépersonnel souriant très pro,positif,1,large choix
4192,Paris 18,trouve énormément chose acceuil chaleureux merci beaucoup,positif,2,personnel
4201,Chambray Les Tours,conviviale bonne accueil,positif,0,personnel
4202,Bondues,très beau magasin trouve tout personnel sympathique compétent,positif,1,large choix
4204,La Seyne Sur Mer,vendeuse très agréable très serviable top premier jour rayon piscine,positif,1,large choix
4207,Givors,merci vendeur a su trouver pièce recherchée non trouvée dautres magasin,positif,1,large choix
4211,Paris 15,chèr service 1 seule caisse ouverte 10 personnes attendent réaction staff quon demande rouvrir dautres caisses,positif,1,large choix
4220,St Marcel Les Valence,pratique chère,positif,1,large choix
4222,Nîmes,personnel disponible souriant,positif,1,large choix
4223,St Clement De Riviere,bon magasin bricolage gros œuvre faut aller voiture vers castorama gros œuvre tout proche premier,positif,0,personnel
4227,La Garde,heureusement caissière relève niveau commercial gentillesse professionnalisme parce autres très moyen,positif,2,personnel
4229,Fresnes,magasin bien fourni propre accueillantpersonnel agréable,positif,1,large choix
4233,Lormont,a choses intéressantes quelques centime plus brico sans plus bon,positif,0,personnel
4239,Pierrelaye,très beau magasin vendeur sympa très bien renseigné produits recherchés,positif,1,large choix
4245,Les Pennes Mirabeau,toujours bien reçus bien renseigné prix corect toujours bien conseillé metci,positif,1,large choix
4251,Nantes,trouve tout bricoler aménager equipe serviable souriante,positif,1,large choix
4254,Herouville St Clair,professionnel parfait bon conseil,positif,0,personnel
4257,Villabè,grand merci sophie sav gentillesse amabilité,positif,2,personnel
4268,Henin Beaumont,super accueil bon conseil recommande vivement badra,positif,0,personnel
4270,Vandoeuvre Les Nancy,beaucoup choix cest appréciable,positif,2,personnel
4271,Dunkerque,personnel agréable,positif,1,large choix
4274,Bèziers,très satisfaite venue jour magasin encore fois tombe linda très professionnel toujours plaisir dêtre conseiller plaisir revenir magasin dêtre accueilli équipe,positif,1,large choix
4276,Dardilly,bj très bon accueil nikel,positif,0,personnel
4279,Bron,super service part dadjira natalie satisfaction peut plus comblé part charmantes dame,positif,1,large choix
4284,St Clement De Riviere,très bon accueil mounir laccueil marchandise personnel très serviable,positif,0,personnel
4285,Vandoeuvre Les Nancy,personnel très aimable si veulent aller travailler samedi quil reste chez,positif,1,large choix
4291,Merignac,tres joli magasin choix lespacevendeur tout desuite là donner conseil colant ni pressant bonne experience,positif,2,personnel
4293,Fleury Sur Orne,très beau magasin très grand choix personnel lecoute demandes bonne connaissance produits,positif,1,large choix
4300,Henin Beaumont,espaces clairs bien tenus produits qualité souvent trop produits made in china partie déco sans doute ailleurs certains membres personnel respectent trop distanciation souvent aussi barnum autres produits encombrent parking déjà mal pratique,positif,1,large choix
4315,Bondues,très beau magasin personnel bon conseil,positif,0,personnel
4320,Portet Sur Garonne,jai trouvé cherchais personnel disponible souriant,positif,1,large choix
4321,Herouville St Clair,bon magasin personnel top lécoute client franchement nen reviens,positif,1,large choix
4330,Agen,prise charge tros long,positif,1,large choix
4332,La Seyne Sur Mer,gentille caissière souriante agréable fois,positif,1,large choix
4335,L'Union,remercie mathieu loutillage gentillesse professionnalisme,positif,2,personnel
4347,Creteil,vendeur compétant aimable jardinière grand chose,positif,1,large choix
4349,Henin Beaumont,magasin agréables,positif,0,personnel
4362,Herouville St Clair,magasin où lon soccupe personnel aide recherche,positif,1,large choix
4363,Aubiere,très bon magasin,positif,0,personnel
4364,Colmar,tout bon,positif,0,personnel
4365,Antibes,fan casto accès pratique via route parc,positif,1,large choix
4367,La Garde,enseigne référence large choix produits bonne accueil lensemble,positif,2,personnel
4374,Dardilly,bon magasin bien ranger beaucoup choix,positif,0,personnel
4376,Marsannay-La-Cote,attention magasin ferme 20h comme indiqué internet a 19h45 parking déjà fermé rideaux magasin baissés,positif,1,large choix
4377,L'Union,merci beaucoup matthieu rayon outillage effet a su être lécoute patient a redoublé dingéniosité répondre demande torche magnétique électrique conclut baladeuse pincée puissant aimant soudure ravie résultat plus tout ça sourire légèreté demande effectuée collègue rayon lors dune précédente visite cétait traduit rêvez,positif,2,personnel
4378,Roanne,très bon relationnel vendeur sest occupé nousil na jamais perdu sourire bonne humeur chose rare moment merci pascal,positif,0,personnel
4380,Kingersheim,super service client suite commande livraison domicile plus livraison très rapide très bonne expérience,positif,1,large choix
4382,Thillois,équipe professionnels toujours prêt conseiller,positif,2,personnel
4384,Portet Sur Garonne,très bon accueil,positif,0,personnel
4385,Portet Sur Garonne,bon conseiller peinture,positif,0,personnel
4387,Nîmes,cuisine conseillé ingrid a bien su répondre demande conseiller façon judicieuse,positif,1,large choix
4388,Bèziers,conseillés linda très sympathique très compétente,positif,1,large choix
4390,Angouleme,compagnon mr boussely créé dossier depuis septembre 2021nous acheté poêle granulés chez décembre 2021 ensuite fin janvier 2022 a récupérer tous accessoires attendons encore cette installation rapide poêle donc passé tout lhiver sans chauffage relance régulièrement récemment toutes semaines début linstallateur agréer arrêt certes cela peut arriver pouvez aussi remplacer pendant arrêt laissé client attente aussi longue chaque fois lon essaie joindre envoie autre puis autre parce celui ci parce celle nest là où répond alors encore réunion,positif,1,large choix
4391,Feytiat,compagnon mr boussely créé dossier depuis septembre 2021nous acheté poêle granulés chez décembre 2021 ensuite fin janvier 2022 a récupérer tous accessoires attendons encore cette installation rapide poêle donc passé tout lhiver sans chauffage relance régulièrement récemment toutes semaines début linstallateur agréer arrêt certes cela peut arriver pouvez aussi remplacer pendant arrêt laissé client attente aussi longue chaque fois lon essaie joindre envoie autre puis autre parce celui ci parce celle nest là où répond alors encore réunion,positif,1,large choix
4395,Bourgoin Jallieu,magasin agréable,positif,1,large choix
4399,Chennevieres Sur Marne,visite drive a super agréable merci stéphane,positif,1,large choix
4406,Terville,peu mi sourire part collaborateurs plus,positif,1,large choix
4408,Givors,service aprèsvente déplorable jai acheté tondeuse a quelques mois seulement moins dun an donc encore sou garantie etape 1 appel castorama expliquer problème suite pièce cassée répond passer magasin tondeuse celleci prise charge garantie etape 2 déplace comme demandé tondeuse ticket caisse mindique lélément cassé nest pris garantie etape 3 responsable service aprèsvente commande pièce etape 4 retour castorama mail pièce demandée définitivement rupture stock etape 5 après nombreux appels auprès service aprèsvente personne nest capable mapporter solution responsable service devait contacter toujous fais manque sérieux considérable a fuir,positif,1,large choix
4409,Villenave D'Ornon,impossible davoir standard obtenir rayon cest grève chez casto,positif,2,personnel
4410,Claye Souilly,très bon accueil lors lachat dune planche coupe merci a monsieur nicolas relève niveau certain vendeur magasin bien cordialement éloïse,positif,0,personnel
4411,Vigneux Sur Seine,lensemble trouve quon a besoin magasin propre vendeur serviable,positif,1,large choix
4413,Saint Orens De Gameville,visité uniquement cour matériaux très bien achalandée bien rangée,positif,1,large choix
4417,Lescar,très satisfait merci,positif,2,personnel
4418,Nantes,magasin clair bien rangé,positif,1,large choix
4429,Barentin,bon accueil toujours bien renseigné employés,positif,0,personnel
4433,Jouy Aux Arches,si voulez aller magasin bricolage bien ranger alors castorama bien ça tout conseille cest top car trouve toujours vendeurs prêt soccuper,positif,1,large choix
4438,Claye Souilly,droits lextension garantie débloqués bout 3 mois plusieurs courriers service dassurance spb castorama vraiment responsable na agi directement auprès spb,positif,1,large choix
4439,Annecy,la prix snot corrects,positif,2,personnel
4440,Henin Beaumont,très beau enseigne bricolage chère,positif,1,large choix
4445,Chennevieres Sur Marne,très bon conseils vendeuse rayon peinture,positif,2,personnel
4448,Chalon Sur Saone,lensemble cest bon magasin bricolage jardin déco faut juste faire attention certains vendeurs incompétents lhabitude repérés,positif,0,personnel
4450,Henin Beaumont,magasin bien agencéallées large clairesdes gammes produits très large tous budget personnel disponible compétent,positif,1,large choix
4453,Paris 15,sattendre bons conseils personnel toujours compétent plutôt self service,positif,2,personnel
4459,Marseille,tout bricolage décoration ainsi jardinage recommande cette enseigne,positif,0,personnel
4465,Barentin,si voulez cuisine a fuir personnel très peu professionnel responsable équipe plus inquiet vacances client merci casto,positif,1,large choix
4466,Pierrelaye,rayon cuisine top ravie cuisine,positif,2,personnel
4467,Nîmes,grand merci jérôme professionnalisme rayon chauffage pleinement satisfait conseils accueil chaleureux achat dun poêle,positif,2,personnel
4468,Dardilly,a lintérieur magasin conseillers disponibles aimables retrait marchandise grand moment personnel peu gracieux délai 40 minute récupérer simple transat jardin pliable remarques dun livreur déplacées sans parler client livreur failli venir main bref expérience client digne dun jeu rôle,positif,1,large choix
4475,Cormeilles En Parisis,magasin lumineux agréable mi scène permettent projeter réalisation projets,positif,1,large choix
4477,Dardilly,très grand beaucoup choix bricoleur trouve forcément bonheur,positif,2,personnel
4480,Chambourcy,très bien comme magasin employés très aimable serviables conseil client venir magasin,positif,1,large choix
4481,Anglet,très bon accueil vendeurs manque certains article lampes,positif,0,personnel
4483,Henin Beaumont,personnel très agréable serviable magasin propre spacieu,positif,1,large choix
4490,Bourgoin Jallieu,grave cool merci,positif,2,personnel
4495,Vélizy Villacoublay,beaucoup choix prix abordant,positif,2,personnel
4498,Pierrelaye,bonjour personnel sympathique aidé faire valoir droits extension garantie malheureusement lextension garantie gérée service dassurances spb a refusé demande pendant 3 mois demi çà sest débloqué après plusieurs courriers service client général ligne sympathique aidé peu na fait aucune action vers service abusif spb,positif,1,large choix
4501,Marseille,personnel très agréable lécoute disponible,positif,1,large choix
4507,Avignon,très bon magasin bricolage bien achalandé,positif,0,personnel
4509,Poitiers,avis très défavorable jamais personne disponible renseigner accompagner jusquau produit prix marqués correctement face produits notamment lasure bois arrivez caisse demande 25 euro plus cher pot beaucoup choses revoir,positif,2,personnel
4511,Bron,très déçue service suivi commande impossible joindre lorsquenfin arrive a joindre personne prend temp vérifier si commande a préparé dit tout simplement dattendrejai obligé dinsister lourdement commande vérifiée découvert quelle bien prête numéro tel inscrit dessus nétait bon depuis numéro a modifié jattends toujours dêtre contacté avoir rdv livraisontrès long commande devait être livrée 15 jours après date commande,positif,0,personnel
4515,Chennevieres Sur Marne,personnel tjrs a écoute bravo,positif,1,large choix
4518,Saint Maximin,cest bon magasin fabrication,positif,0,personnel
4520,Terville,rayon pris malette outil promotion 59avant promotion environ 120 promotion afficher gros tête gondole scanne caisse prix 120 fais remarquer hôtesse caisse promotion informe doi retourner rayon demander bon notifiant promotion aberrant moquer,positif,0,personnel
4522,Chennevieres Sur Marne,suite visite samedi 9 avril 2022 souhaite mettre avis positif monsieur stephane service retrait car très professionnel a lécoute client,positif,1,large choix
4524,Herouville St Clair,tout bricolage prix élévé,positif,2,personnel
4526,Fresnes,satisfaite,positif,1,large choix
4527,Brest,beau magasin surtout personnel disponible bons conseils,positif,2,personnel
4528,Merignac,bien personne aider répondre question,positif,1,large choix
4535,Marsannay-La-Cote,choix demande renseignements personnel agréable,positif,1,large choix
4537,Chambray Les Tours,adorable conseiller rayon salle bain a démêlé souci rencontré patience sourire hyper agréable assez rare être noté,positif,1,large choix
4539,Chennevieres Sur Marne,grand merci thomas service retrait drive malgré colis rentrait voiture a lécoute patient très professionnel recommande castorama proche client,positif,1,large choix
4540,St Marcel Les Valence,conseil excellent lécoute client beaucoup produits,positif,2,personnel
4542,Paris 15,choix très large bien rangé employés très serviables bon casto,positif,0,personnel
4543,Saint Maximin,conseils mohamed rayon salle bain très précieux femme particulièrement apprécié disponibilité professionnalisme écoute gentillesse reviendrons cest certain,positif,2,personnel
4548,Paris 20,besoin conseil prendre 1 joint siphon éviercuisine tombée 1 super conseiller a pris temp mécouter conseiller demander nom merci a monsieur conseils gentillesse,positif,2,personnel
4551,Chambray Les Tours,merci a ali accueil conseils,positif,2,personnel
4553,Les Pennes Mirabeau,super accueil super magasin grand choix darticles bonne mentalité,positif,2,personnel
4554,Antibes,venir découpe personnel pause déjeuner revenir 1h30 après personnel toujours pause déjeuner repartir après 2h sans rien bon dimanche,positif,1,large choix
4555,Perpignan,bonjour aujourdhui dimanche 10 avril 2022 acheter rotor bordures casto perpi sud vendeur fred dit modèle exposé êtait complet menti produit vraiment complet merci très déçu,positif,1,large choix
4556,Saint Maximin,grand merci christelle conseils très pro rayon peinture refaisons lensemble peintures maison vraiment besoin dun avis dun professionnel cest chose faite,positif,2,personnel
4558,Les Pennes Mirabeau,javais besoin peinture jai conseillé viviane animatrice tollens conseils très hauts niveaux maîtrise domaine dune façon dexpert recommande viviane conseils,positif,2,personnel
4560,Henin Beaumont,commande faite mois dernier bay vitrées petite erreur a faite très bien géré responsable merci geste super,positif,1,large choix
4562,Villenave D'Ornon,recommande vivement,positif,1,large choix
4565,St Nazaire,super magasin bricolage ouvert dimanche,positif,0,personnel
4571,Paris 18,magasin bien achalandé toujours recherche bon conseiller accueil sympa,positif,0,personnel
4572,Anglet,intéressant,positif,1,large choix
4574,Mundolsheim,personnel aimable,positif,1,large choix
4577,Marsannay-La-Cote,tous quil faut personnel sympathique compétent,positif,1,large choix
4578,Marseille,merci laccompagnement maria côté jardin,positif,2,personnel
4582,Chambourcy,chez casto ya tout quil fautet vendeurs sympas bons conseils,positif,2,personnel
4583,Frejus,bon conseil,positif,0,personnel
4588,Henin Beaumont,très bon magasin,positif,0,personnel
4590,Merignac,beau magasin personnel sympathique cest très bien,positif,1,large choix
4591,Bèziers,remercie personnel magasin béziers a très aimable depuis devi rayon dressing jusquà réservation livraison khadijah a top sourire plus très agréable merci,positif,1,large choix
4593,Bèziers,personnel sympathique compétent,positif,1,large choix
4596,Vitrolles,cher,positif,1,large choix
4597,St Martin D'Heres,grand magasinles prix relevés,positif,2,personnel
