,City,Content_clean,comp_score,topic,topic label
3925,Levallois-Perret,tres agreable personne etait tres serviable pourquoi 3 etoiles serieusement patron magasin jai cru cetait sketch debut quelle incorrection etes patron casto levallois va falloir penser redescendre cliché français a donné peu pouvoir dommage,negatif,2,personnel
3946,Lescar,castorama connaissez déjà parfois quelques vendeur désagréable,negatif,1,rayonnage
3953,Orvault,stock références limités dommage car louverture dimanche vraiment intéressante,negatif,2,personnel
3963,Merignac,выгружают быстро заезд для выгрузки на фото 1 448389010674796у них 2 рампы маленький разворот для грузовиков но развернуться можно выгружался 2 раза рядом промка где можно стать стать ночью можно без проблем,negatif,0,stock
3983,St Jacques De La Lande,peu vendeur rayon comme dhabitude difficile temp temp trouver conseillé orienter conseiller dès lon trouve vendeur attend garde,negatif,1,rayonnage
4028,Vigneux Sur Seine,trouve tout dommage,negatif,2,personnel
4059,Chambourcy,tout top plantes vente extérieur arrivant olivier bananier,negatif,2,personnel
4066,Villabè,centaine doignons tulipes achetés seuls quelquesuns fleuri estce normal,negatif,0,stock
4082,Olivet,impossible trouver personne renseigner aussi bien produit a savoir trouve magasin très propre beau choix dommage vandeur savent avoir renseignement téléphone sais encore pire,negatif,2,personnel
4100,Pierrelaye,service mediocre commande carrelage mar passée réglée magasin rappelle quelques jours plus tard car naurais réglé commande alors si moment programmer livraison malgré avoir donné coordonnées celle ci sest retrouvée enregistrée toute autre adresse injoignable téléphone a fallu déplace fois plus magasin modifier ladresse prévue matin commande nest toujours arrivée normal,negatif,0,stock
4106,Roissy En France,nul livrent commandes différentes celles n passés commandes vraiment déçu magasin,negatif,0,stock
4122,Vandoeuvre Les Nancy,peu personnel disponible 12h dattente faire couper planche cest long,negatif,2,personnel
4133,Paris 18,aucun conseil mauvais accueil,negatif,0,stock
4137,Creteil,10h matin bordel absolu parking voitures veux voilà tous sen moyen garer sauf si ta 500 twingo smart dis ok repars quand veux repartir manques manger conard roule contresens aller retour rien car moyen garer ça énerve,negatif,0,stock
4139,Bourgoin Jallieu,arnaque erreur prix apparemment courant après caissière a fuir,negatif,0,stock
4140,Marseille,impossible joindre depuis 3 jours insupportable,negatif,0,stock
4144,Aix En Provence,visite aujourdhui fille quand sortie dun rayon deux employés venaient main séparés personnel plus âgé cest juste inadmissible parfaitement scandaleux ny reviendrais plus,negatif,2,personnel
4145,Villenave D'Ornon,premier achat magasin castorama recommencerai lexpérience aucune réponse sav vendeur surveillant sest trompé commande vraiment magasin a déconseillé aucune considération clientèle,negatif,0,stock
4168,Chennevieres Sur Marne,responsables employés magasin absolument professionnels manquent terriblement précision nont aucun sen service client employé rayon conseillé mauvais produit ensuite remboursement car produit a déballé responsable retours remboursements lextérieur refuse donc rembourser alors produit neuf intact donc professionnalisme malhonnêteté reviendrai chez castorama,negatif,0,stock
4169,Niort,entrée livraison très mal indiquée,negatif,2,personnel
4176,Le Mans,mari a acheté aujourdhui 800kg marchandise aucun employé nest venu laider charger véhicule location a tous charger tous seul a perdu 30mn temp location service client inexistant cest scandaleux,negatif,0,stock
4177,St Jacques De La Lande,assez déçu très compliqué retirer matériel acheté promesse arrivage arrive jamais aucun geste commercial produit équivalent plus cher fait comprendre si content fallait acheter autre chose aller autre magasin,negatif,0,stock
4178,St Clement De Riviere,15h56 vendredi veille week end pâques 2022 veut type serrure dispo cherche debrousailleuse still dispo veut passe caisse piur 1 babiole 15 min dattente 3 malheureuses caissières top bref file chez leroy merlin,negatif,0,stock
4194,Dunkerque,parfois difficile repérer différentes party magasin,negatif,1,rayonnage
4212,La Seyne Sur Mer,magasin sympa depanage si sait lon veut jai enlevé étoile personnel manquant tout qualifier savent trop quoi dire font faire tour rayon manque totalement sympathie jai limpression embêter posant question jai retiré seconde étoile manque stock rayon souvent vide matériel déjà abîmé casser rayon,negatif,2,personnel
4235,Dardilly,1h attente point récupération marchandises honte client attendre aussi longtemps,negatif,0,stock
4237,Villabè,magasin chaîne bricolage situé lextrémité nord zone commerciale derrière ferme villabé accessible bus ligne 409 415 réseau tice arrêt brateaux particularité magasin présence dun espace matériaux construction extérieur plutôt hangar accessible voiture côté magasin proprement dit cet espace vente repérable lentrée sortie voitures certains matériaux exposés devant impossible manquer magasin luimême situé juste côté lespace matériaux construction aussi expose produits proposés près lentrée sortie proches lune lautre toutes deux munies porte coulissantes latérales automatiques accessibles personnes poussettes fauteuil roulant caddy course valise sou réserve admis lintérieur magasin surface magasin assez grande occupant rezdechaussée uniquement donc accessible ensemble compris lespace jardinage lextérieur près caisses sortie trouve lensemble produits proposés magasins grande banlieue parisienne peinture carrelage mural sol plomberie salle bain etc loffre assez importante mieux vaut avoir temp lexplorer lors premier venue présence magasin plus bienvenue habite évrycourcouronnes environs accessible bus rayon 10 km adresse retenir tout bricoleur confiné centre essonne,negatif,2,personnel
4243,Besancon,avis mitigé cause caisses a intérieur vendeurs très bien a caisse 1 seule caissière 15 personnes début seconde caisse allumée sans personnel tres vite 20 attendreje demande accueil où a 2 damesla plus âgée blonde cheveux court lunette répond très désagréablement finit téléphone ensuite 5 plaindre vivement caisses automatiques personnel aimable 14 avril 16 h 30,negatif,2,personnel
4249,Vandoeuvre Les Nancy,rien redire très bonne équipe,negatif,0,stock
4262,Chambray Les Tours,commander portail mi décembre dit livraison 19 janvier trouvions ça rapide pourquoi bon final 19 janvier portail dit fin février là toujours rien rappelons 24 mar là dit mi mar euh déjà mi mar final portail arrivera début avril dernier échange téléphonique responsable propose geste commercial fois magasin discuter propose carte cadeaux dun montant 30 euh non cest moquait monde donc demandé remboursement dommage cela finisse ainsi,negatif,0,stock
4277,Jouy Aux Arches,très grande surface matériaux bricolage très apprécié laide personnel,negatif,2,personnel
4310,Blagnac,quand demande devi effectuer travaux répond temp faire maintenant enverront email base éléments fourniset final reçoit toujours rien 3 jours aprèsprouve manque sérieux considération envers client grave allés coup chez concurrent,negatif,0,stock
4311,Paris 18,responsable service retours a refusé reprendre produit acheté déballé adaptait dit a répond vérifier cela avant achat magasin droit commercial vi vi client régulier revanche dire si produit défaut pourrai ni rendre ni demander magasin réparer ni changer ni faire avoir ceci coup acceptable contredit réglementation imaginable cet employé e minimum formation juridique a poste conclusion achèterait plus certains produits peur défaut magasin reporte client faites donc très attention,negatif,0,stock
4316,Dardilly,article disponible internet indisponible magasin 20 minute dattente téléphone aucun interlocuteur prends doit patienter a fuir,negatif,0,stock
4326,Vitrolles,jai apprécié lieu si venu achat précis jen profité regarder peu tout ça donné idées allées presque toutes spacieuses personnel disponible jai juste peu mal retrouver rapidement caisses bientôt,negatif,2,personnel
4333,Saint Orens De Gameville,après plusieurs achats constate très mauvaise organisation niveau caisses assez personnel pourquoi mettre caisse automatique comme leroy merlin,negatif,2,personnel
4337,Poitiers,jai acheté abri jardin 689eur quandmême magasin a fallut 2jours lavoirje raconte pannes informatiques laccueil pourri fois vente faite vendeur a tourné talon sans mot ni politesse minimale franchement bon rien produit stocké lextérieur trempé surtout notice jai imprimer soins car sachezle fous payez castorama nêtes plus rien devez débrouiller propres moyens cest lamentable déconseille fortement magasin,negatif,0,stock
4339,Les-Clayes-Sous-Bois,manque cruel vendeur magasin épuisant grand aucun raccourcit entre rayon manque caisse ouvertes accueil revoir retour marchandise vrai borel prix trop excessifs,negatif,2,personnel
4342,Perpignan,pôle jardin perpignanje confirme comme dit plus ba malpoli désagréable incompétent méprisant surcroît castorama dessus lois selon cet ignarela direction apprécieraà moins malhonnête aussi,negatif,0,stock
4351,Besancon,a chaque fois venu employés fuient client expédient car autres choses faire ça fait longtemps ça dure coup si leroy merlin plus loin préfère aller,negatif,0,stock
4352,St Martin D'Heres,laccueil agréable choix matériaux matériels immense seul bmole gestion a flux tendu caisses attente assez longue ainsi lorganisation cours matériaux a fois limite lentrée aussi circulation aisé véhicules gros gabarit sabstenir faire preuve patience,negatif,2,personnel
4356,Bron,bons produits service drive déplorable deuxième essaie retrait magasin organisation nul inexistante baladé dun côté a lautre parle mal près 45min récupérer 2 article drive fuir,negatif,0,stock
4368,Nîmes,vendeurs lécoute choix prix raisonnables dommage quil ny grandes pancartes suspendues indiquer tranche rayon peinture électricité quon puisse voir loin comme leroy,negatif,2,personnel
4369,Paris 18,dimanche 3 novembre 12h00 1 conseillere rayon cabine douche repartis sans obtenir renseignement conseiller rayon plomberie aimable couleurs si peux etre précis expérience client nul chez casto,negatif,2,personnel
4401,Rillieux La Pape,bel espace vente difficile trouver vendeur conseils,negatif,1,rayonnage
4403,Lormont,si venez renseignement venez vendeurs rien faire aucune culture client quand demande a limpression faire chiez,negatif,0,stock
4407,Chalon Sur Saone,sais atmosphère règne entre collègues client bien vus sauf caissière très sympathique jeune homme tondeuse seul magasin ronde dommage lampathie bienfait tous,negatif,2,personnel
4412,Mundolsheim,jai souvent impression dérange vendeurs magasin directive trouver produit recherché vagues énoncées façon attives heureusement ca ensemble personnel,negatif,1,rayonnage
4416,Angouleme,acquisition dune nouvelle cuisine pose artisan rien redire qualité meubles voir temp qualité lélectroménager médiocre vraiment certains durée vie cette nouvelle cuisine rapport précédente a tenue 20 an tenait encorenous vraiment déçus,negatif,0,stock
4421,Paris 18,manque plante sinon top davoir tel magasin intramuros,negatif,2,personnel
4434,Paris 20,très peu service rayonnages très compliqué trouver employé renseignement quand trouvé envoie perdre magasin,negatif,1,rayonnage
4452,Saint Maximin,gestion drive catastrophique management logistique revoir 35min dattente minimum chaque fois pris rendez créneaux disponibles cest employées jen veux doivent également gérer sav retrait commandes super arrangeant serviable,negatif,0,stock
4456,Melun,vraiment très déçu castorama jai commandé portillon site afin pouvoir être livré celuici a livré bout dune semaine incomplet manque tout accessoires voir photo rend pose lutilisation impossible suite premier appel service demande faire mail photo fais bout 3e appel dit photo nont jointes dossier quil faut compter jusquà 14 jours celuici traité moqueton castorama nattend 14 jours encaisser commandes résumé seul service encaissement fonctionne logistique vérifie quelle envoie service commande fait aucun suivi demandes vraiment honteux part dun groupe comme ça,negatif,0,stock
4458,Nîmes,allé chercher télécommande tombé personne très compétente a su renseigner dépanner plus surpris retrouver beaucoup plus damabilité part personnel très bien voilà message passé,negatif,2,personnel
4489,Haubourdin,aucun vendeur disponible désagréable,negatif,1,rayonnage
4496,Marseille,vše v pohodě a ochota,negatif,0,stock
4497,Brest,extrêmement déçue service client allée acheter chauffage non seulement débrouiller mettre chariot cest assez lourd quand quand caisse demandé quelquun vienne aider mettre chauffage voiture caissière a répondu iln a personne magasin aider trouverez bien quelquun parking aider jai maladie o jai douleurs pendant 3 semaines après avoir débrouiller seule inadmissible,negatif,0,stock
4499,Nantes,1 seul caisse ouverte 30 minute dattente honteux,negatif,0,stock
4503,Lescar,très mauvaise expérience malfaçons denduits peintures,negatif,0,stock
4504,Saint Maximin,service après vente detestable personne malpolie jamais vu ailleurs,negatif,0,stock
4512,Niort,réceptionniste limite,negatif,0,stock
4547,Jouy Aux Arches,beaucoup choix plus cher concurrents,negatif,2,personnel
4568,Haubourdin,très mauvais accueil service découpe,negatif,0,stock
4586,Kingersheim,trois fois acheté luminaires trois fois rapporter parce quil fonctionnait nest plus casto connaissait,negatif,0,stock
4598,Chambray Les Tours,vendeurs manquent dynamisme restent assis leurs conviction loin réalité terrain chantier cest préjudiciable a prise charge client,negatif,0,stock
4599,Niort,honteje prends enfin temp ecrire scene a laquelle assite femme a quelques jours a differend entre hotesse accueil incompetente tres brunebizarre a badge cliente certain agecelle ci a dit bout mal temp atttente hotesse a couru apres casser figure heureusement vigil etait laon sait bien a certaine culture supporte absolument frustration enerve tt suitenous etions tres bons client comprenons pourquoi casto embauche femme veut plus mettre pieds car veux avoir a vivre genre evenements genre personne ca retour marchandise,negatif,0,stock
4606,La Garde,magasin ok retrait marchandise manque cruellement sourire dommage,negatif,2,personnel
4607,Portet Sur Garonne,aucun vendeur rayon tous agglutinés caisses débrouillé faire choix sèche serviette prochaine fois essaiera leroy merlin très déçue castorama,negatif,0,stock
4627,Niort,mauvais service,negatif,0,stock
4639,Dardilly,retrait colis cest abusé plus heure dattente,negatif,0,stock
4640,Portet Sur Garonne,conseillers vendeurs trop motivé a renseigner lorsque coupe conversation privé nai non plus trouvé exactement cherchais,negatif,2,personnel
4641,Marsannay-La-Cote,cet établissement dispose nombreuses bornes recharger véhicules électriques malheureusement place occupées véhicules thermiques peut penser conducteurs savent lira panneaux extrêmement clairs,negatif,0,stock
4643,Agen,service location compliqué faut passer application tarif noté a demi heure obligation prendre heure lapplication location fonctionne noté aucun véhicule dispo alors salarié dit véhicule dispo agenda bien compliqué simple location aller retour 20min tout jai final trouver solution seul,negatif,0,stock
4644,Besancon,mauvais personnelles,negatif,0,stock
4646,Merignac,miroir led acheté 199 euro jour rentrons apercevons carton a ouvertque fil a complètement dénudé larrière miroir abîmémon avis changera quand échangé miroir defecteux temp perdu vérifient leurs retours,negatif,0,stock
4664,Claye Souilly,vendeur vraiment aimable a jeté comme malpropres rayon coupe verre bois juste parce quil terminé journée 17h pu comprendre expliquant choses simplement lieu sénerver après,negatif,1,rayonnage
4668,Dunkerque,attente laccueil retrouver sav reprise article perte temp a revoir faire affiche prévenir client,negatif,0,stock
4697,Vandoeuvre Les Nancy,difficile trouver lon cherche manque conseillers plan magasin devrait être disposition lentrée,negatif,1,rayonnage
4699,Villenave D'Ornon,difficile trouver conseiller avoir renseignements produits,negatif,1,rayonnage
4700,Angouleme,toujours problème file dattente régler achats,negatif,0,stock
4711,Chambery,tout dabord jai souvent cliente plusieurs villes là cest fini car service devenu innexistant derniers achats carrelage 2 salles bain plaisait beaucoup 2 vendeurs présents mont demandé servir moimême narrivais charger toute seule paquets très lourds jai quitter magasin sans carrelage 150 km aller retour rien rendue autre magasin autre enseigne demandant départ si lon maiderait charger réponse biensur madame carte fidélité casto poubelle,negatif,0,stock
4735,Puteaux	,trouve tout vendeurs savent trop mal conseiller si faut parfois insister,negatif,2,personnel
4740,Antibes,très grand magasin beaucoup choix trouvé voulions laide vendeurs très sympathiques,negatif,2,personnel
4741,Bourgoin Jallieu,bonjour toutes tous magasin nest plus quil my rendue hier fille handicapée jai demandé conseil agrafeuse mural lemployé a fait mine daller renseigner final mapporter aucune information quand passage caisses vraiment désagréable devoir demander permission passer sachez personnes handicapées susceptibles bricoler,negatif,0,stock
4746,Herouville St Clair,venus acheter barbecue anniversaire demandé renseignements vendeur incontestablement dérangé sans bonjour a fallu insister quil descende carton très volumineux hauteur comprend ainsi pourquoi vaut mieux aller internet prochaine fois iron magasin conccurent,negatif,0,stock
4762,Bron,attendu 30 min place numéroté disant dattente voiture commande arrive manifestons a laccueil dire site marche donc encore encore encore attendre temp total 1h reçu commande internet accueil froid glacial 3 préparateurs commandes restent assis derrière bureau pendant nombreux client attendent service a revoir,negatif,0,stock
4766,Aubiere,aujourdhui 8 avril 2022 castorama clermontferrand accés impossible matériaux fermé cause vent impressionnant donc sud vent fermé toute lannée jai fait aller retour 50 km rien prix carburants merci mr castorama note zéro étoiles chance dont jai besoin nest ailleurs modèle si non change crémerie,negatif,0,stock
4773,Barentin,vendeur rayon jardinage limite dédain client donne peine rester aider client a chargé grosse plante véhicule bah oui pleuvait normal contre 5 étoiles lhôtesse caisse chapiteau midi 8422 a tout fait trouver solution aidé charger lourde plante véhicule tout cela sou pluie bravo merci contre zéro pointé vendeur jai peu mal gen mouillent,negatif,1,rayonnage
4784,Aix En Provence,désagréable,negatif,2,personnel
4801,Merignac,injoignable cest bien mettre 1 seul numéro contact ca faut vrai standard personne hasard passe devant cest insupportable mail contacter vrais castor fond forêt,negatif,0,stock
4808,Roissy En France,magasin bien agencé dommage vendeurs disponibles occupés trop dattente grand chose manque dorganisation peut être,negatif,2,personnel
4810,Nîmes,plus chère moins choix collègue proche leroy merlin,negatif,2,personnel
4813,Orvault,magasin vieillot jy vais uniquement nécessité souvent obligé daller chez lm trouver veux,negatif,1,rayonnage
4821,L'Union,personnel absent rayon,negatif,2,personnel
4827,Frejus,ça faisait longtemps nétais venu car jai déménagé jaime beaucoup arpenter allées lendroit relativement espacé aéré trouve vraiment beaucoup choses japprécie visuels niveau cuisine armoire ça permet bien rendre compte produit lensemble produits mi valeur selon rayon nai vu beaucoup vendeurs disponibles probablement parce cétait dimanche comme axe damélioration toilette mériteraient rénovation brin modernité nest produits manquent magasin thème aussi mise valeur plantes ajoutait touche bucolique,negatif,2,personnel
4830,Paris 15,e uma boa loja no segmento da construção você tem a comodidade escolher o produto na prateleiras particularmente gostei,negatif,2,personnel
4838,Les Ulis,livraison 9 jours après date prévue article endommagé expédition domicile gratuite,negatif,0,stock
4842,Les-Clayes-Sous-Bois,magasin pleine déconfiture peu stock exemple linéaire joint robinetterie vide toutes tailles vendeurs sen foutent,negatif,0,stock
4873,Mandelieu La Napoule	,attendre 20 minute découpe bois quelquun soccupe parce quil ny a quune personne autorisée prendre planches niveau cette seule personne occupée a autre chose,negatif,0,stock
4877,Brest,conseil anticipez travaux 3 semaines minimum délai avoir carrelage mural exemple chantier nattendra trouvera ailleurs,negatif,0,stock
4887,La Seyne Sur Mer,comme habitude personnel nest hauteur répond attentes client malgré diver avis négatif rien change,negatif,0,stock
4896,L'Union,trouve cette enseigne perd vitesse,negatif,2,personnel
4918,Colmar,dommage quil a 0 étoile drive fait lundi 4 avril 2022 1 h après jai reçu appel dire quil manquez quelque chose foulait annule commande complète téléphone répond oui 2 h après reçoit sm comme quoi commande prête rappel personne drive dit bon annuler a grand surprise aujourdhui reçoit sm comme quoi jai bien récupérer commande facture alors jai rien récupérer trouve amantable si quelqun a récupérer commande place jai essayé joindre service client téléphone 19h30 ferme 20 h personne décroche cest honteux part si vérifier pièces didentités,negatif,0,stock
4920,La Seyne Sur Mer,ah travail temp partiel ny allez surtout mercredi manifestement beaucoup dabsents très dur parler conseiller encore plus davoir prix finir seulement trois caisses opérationnelles,negatif,2,personnel
4938,Dardilly,drive fonctionne mal obliger déplacer a chaque fois temp dattente trop long bref personnel non compètent assez nombreux plusieurs fois viens cela e sait jamais bien passé revori durgence,negatif,2,personnel
4952,Angouleme,inadmissible prévient livraison plus 3 semaines alors paye 60 euro donc décidons louer camion arrivé jour marchandise manque cela fait 1h attend être remboursé location produits manquants navrant,negatif,0,stock
4955,Nantes,pire castorama connaisse horde 8 9 caissiers incapable gérer peu client caisse alors plein après midi semaine hotesse caisse centrale responsable caisse dessous tout prennent client con bref préférez orvault,negatif,0,stock
4967,Lormont,plus cher quun concurrent très loing,negatif,2,personnel
4969,Les Pennes Mirabeau,difficile etre conseillé local achat voituredemmerdez seul,negatif,1,rayonnage
4978,Lattes,sav incompétent,negatif,0,stock
4988,Bourgoin Jallieu,stock faux chaque fois déplace rien actuellement pigment noir site reste 5 place 0 fais remarquer dit ré tifier stock car déplacée rien demande commander répondent vont arrêter fournisseur savent combien temp sérieux,negatif,0,stock
4992,Merignac,venu lintention dacheter radiateurs électriquespersonne renseigner alors allé acheter ailleurs dommage sinon magasin très spacieux pouvons trouver peu tout jy reviendrai si besoin,negatif,2,personnel
4994,Paris 18,quatre petite vi 450 cest blague voir arnaque,negatif,0,stock
5003,Melesse,beaucoup choix rayon matériaux impératif vérifier ticket caisse matin béton prêt a lemploi 30 kg facturé a 380 lieu 299 tel quaffiche amabilité sen commercial personnel très inégal dire plus,negatif,2,personnel
5012,Bourgoin Jallieu,nul personnel rare etzis venu cumulus 179 vendu 189 absent stock coup a 229 absent stoc bref commandé manomano 100 moins cher livré,negatif,2,personnel
5021,La Garde,perte temp trouver vendeur renseignement très long,negatif,1,rayonnage
5022,Dardilly,lamentable faut toujours courir après conseiller finalité nest jamais disponible,negatif,1,rayonnage
5024,Herouville St Clair,allé magasin javais besoin louer fourgon personne dit quil faut télécharger appli chose faite cette appli fonctionne resté 45 minute vendeur sans solution dappli fourgon matériel merc casto laisser client sans solution bravo,negatif,0,stock
5035,Roissy En France,magasin nuls sais comment recrute vraiment arrivent a faire facture correcte,negatif,2,personnel
5051,Villenave D'Ornon,employés rayon extrêmements désagréables tous jimagine,negatif,2,personnel
5073,Paris 20,téléphone personnel tres expéditif a limite raccrocher nez fois place vendeurs super cool prennent leurs temp malgré quils pressés,negatif,0,stock
5077,Chennevieres Sur Marne,magasin propre accessible choix malgré cela difficile dêtre renseigné peu vendeur rayon chaque fois,negatif,1,rayonnage
5091,Chennevieres Sur Marne,personnel présent malgré rush samedi gros mauvais point arrivé caisse oublié carte magasin impossible faire identifier ni pièce identiténi numéro téléphoneprenez donc exemple leroy merlin où faisable a méditer,negatif,0,stock
5113,Bèziers,faut toujours chercher vendeurs hélas trouve jamais où cache til,negatif,2,personnel
5116,Niort,magasin bien agencé sy retrouve malgré indication parfois mauvaise lapplication nest faute magasin,negatif,2,personnel
5126,Vannes,désastreuse expérience dachat souhaitant acheter 50 dm3 bois cheminée demande peu daide transport personne caisse répond très pète sec toutes façons responsable occupé cest libre service conteste processus après tout jaurai pu prendre caddie comprends moins cest manque damabilité caissière cette façon agressive comporter princesse demandais juste façon aimable peu daide cétait inutile quelle mette ainsi défensive quelle traite comme enfant impolie reviendrai merci casto,negatif,0,stock
5128,Perpignan,comme dhabitude nimporte lequel castorama france si besoin rien pouvez aller vendeurs papotent entre surtout déranger car naiment bref vais concurrence,negatif,0,stock
5132,Vannes,très mauvais conseil heureusement magasin reprend produits trop,negatif,2,personnel
5141,Les Ulis,dommage lattente caisses si longue seulement 2 caisses ouvertes 10h15,negatif,2,personnel
5159,Chalon Sur Saone,rendu chez castorama devi lachat pose dun chauffe eau 100 litre devi castorama pratiquement deux fois plus chère quun plombier côté chez heureusement jai fait deuxième devi 1001 ttc chez castorama 575 ttc chez lartisan plombier coin castorama prenait 120 lenlèvement ancien chauffe eau livraison nouveau chauffe eau 108 plus depose chauffe eau 4950 forfait déplacement 3360 modification tuyauterie 55 pose ballon 229 fourniture diver 120 nouveau chauffe eau 23742 finir vidange 49,negatif,0,stock
5172,Orvault,rayon approvisionnés comme faut manque toujours quelque chose qualité baisse fur mesure années cest dommage,negatif,2,personnel
5190,Paris 20,agent impolis,negatif,2,personnel
5192,Cormeilles En Parisis,grand monde renseigner rayon extérieurs peut être froid,negatif,2,personnel
5200,Antibes,drive trop long borne fonctionne,negatif,2,personnel
5222,Terville,difficile trouver loutillage carreleur certains article sans prix galère trouver vendeur,negatif,1,rayonnage
5224,Les-Clayes-Sous-Bois,2 vendeurs rayon peintures très sympathiques donnent mauvais conseils jai trouvé produit quil fallait autre enseigne,negatif,2,personnel
5235,Mundolsheim,magasin bien agencé univers niveau textile ny a plus choix dantan cest dommage exemple sweat polaire quon retrouvent très peu modèles,negatif,2,personnel
5241,Lattes,jai appelé castorama latte mercredi dernier savoir où commande jai passée nom lycée où travaille resté plus 30mn attente répondeur personne na pris appel cest très très dur avoir téléphone,negatif,0,stock
5295,Pierrelaye,drive uniquement vérifié marchandise avant partir jai passé deux commandesla première repartie manquait 30 euro matériels deuxième fois gar arrive 25 commandeun oublie,negatif,0,stock
5299,Les Pennes Mirabeau,seul conseiller nul,negatif,1,rayonnage
5300,Viriat,cest dommage car rayon décoration maison presque inexistant a voir côté là,negatif,2,personnel
5303,Bron,honte venons faire drive dressing complet valeur plus 550 euro rdv pris laprès midi 14h30 comme demandé plus 1h30 dattente personnel désagréable finalement dire manque deux tiroirs toutes penderiesun comble dressing seul retour débrouillez allez magasin prendre commander or si prenons drive cest bien aller magasin remboursement article fait sen dressing sans aménagement fait appel service client général faire part bien désolé dise quil faut voir magasin bron directement car cela a pris clic and collect article stock quils simplement pris peine daller chercher appel vain magasin personne répond situation plus quinacceptable honteuse mr meunier merci contacter si soucieux bonne organisation magasin service client cordialement jerome piquet clothilde piquet,negatif,0,stock
5308,Bèziers,super castorama beziers comme dhabitude plus aujourdhui super offres niveau plantes coussins animateur micro top,negatif,0,stock
5313,Dardilly,commande réalisée ligne livraison 4 jours livraison na respectée impossible davoir quelquun ligne service client peut agir vers magasin obtenir date dintervention etou information service vaut 0 magasin construction aujourdhui encore jai passé 2h attente davoir conseiller ligne sans succès cest vraiment catastrophique limage marque cette enseigne conçurent leroy merlin nest loin tient engagement casto chantier va prendre retard intervention carreleur déplacer va payer note vraiment vraiment satisfait castorama biensur toujours aucun mail ni appel régler problème honteux,negatif,0,stock
5326,Chambray Les Tours,acheté girafe a poncer bandes moins 100 euro promo fini chantier ramèner sav dit repart fournisseur vend produits vaut parkside,negatif,0,stock
5330,Bèziers,personnel sympathique dommage proposition si peu nombreuses,negatif,2,personnel
5350,Lattes,impossible davoir quelquun téléphone cest dommage,negatif,2,personnel
5353,Viriat,vite perdu magasin personne conseiller jai détestée,negatif,1,rayonnage
5360,Bron,général personnel compétant agréable jai faire grande jeune femme rayon tapisseries super agréable compétante rayon carrelage idem revanche rayon électricité pense jai dérangé petit monsieur souhaitait être dérangé ni ni apparemment jy retournerai quand cela peut refroidir,negatif,2,personnel
5393,Bourgoin Jallieu,service pâti depuis quelques temp raison dun manque évident personnel 1h30 dattente rayon rangement commander matériel 35 minute dattente service retrait malgré rdv prit ligne dommage car lenseigne distribue produits qualité,negatif,2,personnel
5398,Les Ulis,service clientvraiment revoir vendeurs incompétents demander renseignements dérangent préfèrent rester assis derrière leurs comptoirs javais achat 1650 euro faire soir rayon revêtements sol vu comment jai recueje vais aller faire cet achat chez concurrent vert,negatif,0,stock
5405,Antibes,40minutes dattente personne répond téléphone toujours sans réponse commande passée depuis semaine attente livraison depuis 3 jours lamentable personne préviens retard a jour toujours date livraison,negatif,0,stock
5408,Cormeilles En Parisis,lieu assez professionnel général certains article là comme exemple sac collé joint blanc 25kg introuvable petite boîte coûte beaucoup plus chère ceci détails jai mit étoile juste caissière lors passage mot sortie bouche parlait signe doigts mot vieille dame devant croyons caissière sourde muette malgré ça jai dit toute formalités politesse aucun retour dès lors jai payé dit haute voix grand bonjour cliente derrière quand retournée jai remarqué caissière voulait dire mot client portant masque aujourdhui chacun droit porter non selon leurs états santé aussi,negatif,0,stock
5412,Bèziers,beaucoup daméliorations depuis concurrence arrivée personnel plus aimable plus disponible travées mieux rangées verra si qualité matériel marque maison saméliore,negatif,2,personnel
5422,Dardilly,lundi 28 mar vers 16h30 jai déposé enveloppe banque sav temp faire formalités retrait matériels chloé bien passé sauf quand jai voulu récupérer enveloppe disparu cherché vain arrivé chez aperçu quil carnet chèques a lintérieur narrive joindre personne téléphone faudrait supprimer factures pouvezvous contacter dexplications merci,negatif,0,stock
5426,Vannes,comme majorité cette enseigne vendeurs conseillers professionnels très rares sinon comme toujours chez casto a tout quil faut gamme cohérente donc toutes bourse sav très sérieux,negatif,0,stock
5427,Terville,bricole beaucoup trouve magasin mal juste besoin dun moment repérer,negatif,2,personnel
5435,Vélizy Villacoublay,completement desorganisé vendeurs nonchalants lon derange quand pose question systeme informatique 19e siecle faut acheter produit destockage faire sortir bon commande vendeur aille trouver chef obtenir signature 1h perdu a fuir,negatif,1,rayonnage
5453,Henin Beaumont,tous inconvénients dune grande surface labyrinthique plus conseillers disent bonjour explication très castoratives très évasives trouverez cela rayon droguerie rayon quincaillerie,negatif,2,personnel
5454,Bondues,évitez dy aller 1 dimanche matinles étudiants quoique sympathiques nont aucune compétence ni formation requise jy donc retournée mercredi matinhorreur difficile trouver quelquun rayon spot encastrés mieux vaut v renseigner internet avant cest 1 conseiller peinture venu maiderle pauvre sest attiré foudres client lattendaient sûre quil mait donné bons renseignements quelle ambiance pense magasin a gros soucis management manque personnel jirai concurrence bien plus efficaces,negatif,1,rayonnage
