,City,Content_clean,comp_score,topic,topic label
6358,Villenave D'Ornon,parfait mention spéciale léquipe présente rayon peinture lors visite agréables professionnels souriants,tres positif,2,félicitation
6362,Herouville St Clair,service découpe hyper compétent seul endroit caen où lon peut faire coupe droite encoche trous plan travail équipe hyper dispo sympa hyper compétente très bon travail plusieurs visites jai droit démo utiliser chant autocollant bonne façon faire bon matériel a acheter recommande,tres positif,1,personnel
6366,Chalon Sur Saone,personnel gentil très compétent étiquetage faux plusieurs article caisse sortie gris matériel ordinateur vieux très lent prix nettement augmentés,tres positif,0,choix
6371,Villabè,5 alyssa vendeuse rayon cuisine très lécoute efficace merci accueil si arrivée fermeture su accompagner projet professionnalisme merci,tres positif,2,félicitation
6376,Dunkerque,gros choix déquipements personnel très accueillant compétent,tres positif,0,choix
6378,Merignac,franchement aime bien magasin appris quand regarder chez concurrence car différence prix parfois importante personne répond téléphone service conseil peur rien faire a peut être 1 truc faire là doi prendre 1 rdv 1 service personne répond agaçant renouvellerai ailleurs carte coup,tres positif,0,choix
6379,Anglet,bonne qualité prix personnel top parfois mque,tres positif,0,choix
6381,Chambray Les Tours,super conseils part foued rayon salle bain très bon accueil a pris temp conseiller remis brochure douche pmr parler facilités paiement propose castorama mieux renseigné chez leroy merlin rien redire reviendrai grand plaisir confiance,tres positif,2,félicitation
6382,Le Mans,5 étoiles gentillesse professionnalisme conseils responsable jardin lintérieur magasin sauf erreur part prénomme julien,tres positif,2,félicitation
6388,Mundolsheim,sci dev achetés portillon ligne 459 alu final découvrir nest bon modèle 100 pvc bien sûr portillon déjà posé plus produit rouillé niveau fermeture clés affaire suivre,tres positif,1,personnel
6392,L'Union,allée très souvent castorama cette année cadre projet construction plusieurs gammes produits dont bons produits prix très avantageux carte casto permet facilement avoir 10 vendeurs accessibles professionnels pris temp chaque fois bien comprendre demande trouver meilleure solution mention spéciale martial sébastien rayon chauffage connaissent très bien leurs produits bons conseils assurent service après vente quand a questionssoucis 2 clim achetées changé sans problème télécommande défaillante poêle granulés autre logement très bon prix soldé recommande vivement plus être efficaces très sympas,tres positif,2,félicitation
6395,La Garde,magasin propre prix abordable,tres positif,0,choix
6404,Gonfreville L'Orcher,merci thierry rayon parquet 2 fois venons dune très grand aide très agréable très bon conseil a dailleurs recomandé carte fidélité vue prochain achats vendeur donne envie revenir,tres positif,1,personnel
6405,Gonfreville L'Orcher,merci thierry vendeur laménagement conseils pratiques efficaces julie jovialité chanson équipe dynamique chez casto,tres positif,2,félicitation
6406,Henin Beaumont,magasin toujours aussi complet employés très accueillant bons conseils si veut produit qualité faut aller,tres positif,2,félicitation
6413,Niort,tarifs attractifs personnel sympa nont rougir concurrence car plusieurs article vendus moins cher jy trouve bonheur,tres positif,0,choix
6416,Cormeilles En Parisis,allés matin rayon salle bain bien accueillis très bien conseillé recommande magasin,tres positif,0,choix
6417,L'Union,super rapport qualité prix personnel majorité accueillant bons conseils,tres positif,2,félicitation
6418,Frejus,bricolage passion toujours bons conseils rayon,tres positif,2,félicitation
6423,Annecy,jaime beaucoup magasin prix raisonnables rapport dautres magasins spécialité ouvriers professionnels bons prêts toute question oui certains matériaux grande qualité bon général magasin bonvous pouvez trouver beaucoup choses maison jardin merci beaucoup,tres positif,0,choix
6425,Vélizy Villacoublay,cest galère échanger matériel deffecteux acheté mijanvier accueillis lentrée stand échange appel vendeur peut déplacer allons voir consulte procédure 3 minute après daigne tester lappareil commence dire prises courant deffetueses arrive constater défaut fait bon déchange a caisse caissière facture lappareil malgré bon déchange terminons stand échange conclusion jirai desomais acheter lautre magasin bricolage bannière verte plus efficaces echanger ampoule,tres positif,1,personnel
6446,Angouleme,vendeurs très aimables bon conseil,tres positif,1,personnel
6447,Colmar,idées pleins tête gagner place a reproduire soi quand aime bricoler,tres positif,0,choix
6450,Marseille,maria rayon jardin a su conseiller manière efficace confiance cela a déclenché achat produit qualité weber merci encore conseils professionnalisme,tres positif,2,félicitation
6459,Dunkerque,allés mari acheter plancher cest fabien vendeur sest occupé jaimerai faire part professionnalisme amabilité merci fabien recommanderais famille amis,tres positif,2,félicitation
6461,St Jacques De La Lande,achat dimanche bon accueil vendeur malgré volume dachats existence dun rayon desotckage bonnes affaire très intéressant magasin propre bien agencé personnel lécoute gros dimanche bravo,tres positif,0,choix
6462,Aubiere,merci isabelle conseils patience professionnalisme accompagné conception dressing personne très agréable recommande comme collègue pu croiser également également aidé charger voiture remercie cette personne très gentille maintenant plus quà attendre livraison,tres positif,2,félicitation
6466,Les Ulis,nouvelle manière gérer location véhicules catastrophique tout fait désormais via lapplication castorama pourquoi si envie perdre temp scanner document envoyer prendre photo véhicule surtout lintérêt louer véhicule chez castorama directement chez leroy merlin dailleurs cest commencer temp location quau départ magasin après avoir chargée payéz marchandise nouveau système parfaitement chronométré assuré dêtre parfaitement débité minute près franchement payer 2h location dont 1h charger payer entamer nouvelle demi heure sachez livraison domicile via internet 50e cavalcade fera économiser 14euros bref apprenant déplorable changement décide dannuler commande autant aller concurrence là personne comptoir service dailleurs fini gèrer personne mécontente location prend choses main mot service prend ici tout sen faisons contrat location lancienne rapide propre efficace sincèrement a sauvé commande sinon lannulais remercie particulièrement implication travail efficacité grâce reviendrai,tres positif,0,choix
6467,Aix En Provence,équipe accueillante agréable vi vi client mi tout oeuvre satisfaire merci,tres positif,0,choix
6468,Aix En Provence,beau magasin personnel accueillant pro merci,tres positif,0,choix
6471,Bondues,bonjour jai souhaité avoir renseignements dressing lundi 15 vers 18h00 après avoir essayé trouver interlocuteur pendant 20 mn jai renoncé quand puis avoir garantie disponibilité répondre besoins merci beaucoup belle journée,tres positif,0,choix
6478,Nîmes,très bien reçu julia déco peinture accueil conseil top bravo,tres positif,1,personnel
6480,Viriat,magasin clair accueillant,tres positif,0,choix
6481,Dunkerque,bâti extérieur très propre bien rempli équipe vente super sympathique merci loïc conseils passage caisse très rapide grâce deux caisses ouverte,tres positif,0,choix
6482,Henin Beaumont,jy achète matériaux depuis années bon magasin dommage manque souvent prix rayon différences entre prix affiché prix caisse gel hydroalcoolique 1 euro prix promo passe 150 si vérifie cest tout bénef faut aller laccueil faire rembourser ha oui jai tour hier caisse alors pourquoi avoir fait rectifier revenue 20 mar retirer commande passée ligne dispo 2 heures drive très pratique quand a besoin produits bien précis rapidement,tres positif,0,choix
6487,Nîmes,réponses question claires utiles accueil chaleureux convivial merci marie hélène,tres positif,1,personnel
6490,La Garde,merci axel vendeur rayon carrelage disponibilité gentillesse conseils avisés vendeur efficace garder,tres positif,2,félicitation
6493,Bèziers,prix compétitif lachat dun miroir trouvé site internet indique nmr rangée a permis trouver suite,tres positif,0,choix
6497,Kingersheim,lamentable ladjectif nest assez fort travaux mise place dun portail électrique prévu chez prépare tout listing matériel quil faut référence être sûr rien oublier jarrive magasin rayon bâti passer commande faut trouver vendeur a lautre guichet a guichet heu non faut aller lautre guichet commande ça commence bien oui cest ok ici peux commander portail lautomatisme faut aller rayon domotique possible commander cet article si donnez référence super vais donc vers lautre guichet acquis conscience vérifier jai commandé passe rayon portail là vois prix indiquer rayon nest commande promo cour 200 euro remise prends photo laffiche retour vers vendeur ah bon lordinateur mindique prix possible faut montre photo faire valoir prix guichet domotique miracle vendeur sympa compétant bon conseil direction caisse valider commande bénéficier point dachats cumuler dune offre paiement 6 fois sans frais veux payer carte casto cotisation a débiter a 2 mois donc tout bon normalement moment paiement carte compte bloquer appel dune personne laccueil va vient pendant 10 bonne minute miracle a trouvé problème cela fait plus 12 mois navez acheté chez castorama carte malgré cotisation a payer carte bloquer comble donc faut refaire nouvelle carte castorama dici 48 heures là pourrez venir chercher payer matériel demande comment cela passe location camionnette dit tout passe via smartphone cest très simple verrez suite avis suivant,tres positif,0,choix
6513,Lattes,vendeur david rayon storefenêtres aidé pendant loooongtemps vraiment génial très professionnel patient pouvez laugmenter top ça mérite prime merci encore david conseils bateau,tres positif,2,félicitation
6514,Orvault,bons conseils bemol facile trouver conseiller,tres positif,2,félicitation
6515,Antibes,vraiment déçu prise charge dun achat rayon peinture mexplique novice domaine jai énoncé ca vendeur venait conseiller client donc fît expérience moindre jai acheter produit couleur peindre mur salon très peu découte dexplications gestes technique avoir couleur vraiment voulu doutes avérée après avoir vu résultat mi mur nest voulais,tres positif,0,choix
6516,Frejus,rien dire concernant magasin très bonne expérience bonnes équipes bonus zone retrait marchandise secteur accueilcaisse continuez comme ça casto fréjus,tres positif,0,choix
6523,Frejus,bravo merci isabelle rayon rangement a donné très bons conseils a très disponible florence,tres positif,2,félicitation
6524,Vélizy Villacoublay,service top merci spécial walid rayon aménagement atomia temp patience a su conseiller correctement faire nécessaire projet aboutisse reviendrons sans hésiter,tres positif,2,félicitation
6537,Aix En Provence,excellent acceuil vendeurs top,tres positif,2,félicitation
6541,Haubourdin,ravie passage rayon jardin laccueil conseils super bénéficie également dun très grand choix cela merci dynamique équipe,tres positif,2,félicitation
6542,Bourgoin Jallieu,attention réception marchandises prévoir temp rdv a 11h15 réception a 12h00 surtout bien bien vérifier carrelage beaucoup carreaux h carton,tres positif,0,choix
6543,Bron,merci mourad rayon découpe bois verre cette superbe expérience très professionnelle très sympathique découpe dexcellente qualité très belle finitions très bon conseils matériaux peinture adéquate utiliser,tres positif,2,félicitation
6555,Fleury Sur Orne,rends souvent magasin bricolage personnel dune grande amabilité très bons conseils recommande,tres positif,2,félicitation
6571,Bèziers,super content davoir fait achats magasin jy allé savais tout comment aménager chambre jai débarqué seulement photo dimension vendeur pris charge immédiatement sans rendezvous proposé via ordinateur exactement dont javais besoin quelques clics plus ça personnalisable trois semaines plus tard reviens récupérer marchandise réception top lhôtesse aider charger voiture a trouvé solution toute marchandise rentre merci,tres positif,0,choix
6572,Saint Maximin,beaucoup choix matériel bonne qualité prix abordable,tres positif,0,choix
6573,Aix En Provence,bon magasin très bon vendeur secteur bâti quentin semble a très bien su conseiller porte dont javais besoin recommande vivement,tres positif,1,personnel
6580,Frejus,très bon accueil recommande,tres positif,1,personnel
6581,Pierrelaye,jai passé commande très importante début févrieron assuré livraison allait arriver maximum mi février toujours rienalors bon conseil futurs client achetez uniquement stock fuyez commandes sinon allez arracher cheveux service client merci,tres positif,1,personnel
6584,Merignac,quel accueil chaleureux souriant personnel salma pense recommande merci encore ça fait plaisir voir sourire visage professionnalisme hors norme,tres positif,0,choix
6585,Les Pennes Mirabeau,magasin bien rangé propre beaucoup choix prix variés personnel très agréable compétent,tres positif,0,choix
6588,Creteil,personnel très sympa bon conseil merci cette gentille dame rayon accessoires salle bain,tres positif,1,personnel
6590,Henin Beaumont,magasin bricolage bien approvisionné personnel agréable efficace,tres positif,0,choix
6595,Les-Clayes-Sous-Bois,merci armand clément aide gentillesse sourire petit plan travail aménagé lentrée devrait être revu plus facilité dutilisation surtout barres dun mètre tringles rayon rail équerre lieu 2 mètres tout monde na placard aussi grand,tres positif,0,choix
6596,Aubiere,bien mauvaise expérience plat aluminium disant adhésifs collent jai acheté 28 janvier 2022 plat adhésif aluminium 40 x 2 mm 25 2845 euro 1ère mauvaise surprise a perdu 10 cm pris 390 euro rapport version précédente cours matériaux augmente 2ème cest quune fois découpé prêt être posé ledit plat bien colle 2 secondes retourne magasin reste plat faire part mécontentement vendeur teste produit dun nouveau lot venait tout juste darriver constate aussi quil colle plus sensuit longue discussion appel responsable propose finalement dacheter 2 autres plat manquaient moffrir généreusement colle laccord dernier prix où coûte rapport non adhésif mêmes caractéristiques moins 9 euro moffre colle 5 euro visiblement ny a cours laluminium a augmenté visiblement celui ladhésif aussi sauf ca proposition remboursement cours dun coup seffondre petit calcul 2 plat adhésifs 2845 x 2 5690 euro 2 non adhésifs 9 x 2 18 euro prix ladhésif 5690 18 3890 euro colle offerte 5 euro compte premier plat payé plein pot quil a fallu quon colle prendrait bille là franchement consternée très déçue pensais avoir affaire enseigne sérieuse honnête compétente aucun geste commercial produit acheté défectueux finir propose faire encore plus bananée etant pleine rénovation appart prête dy remettre pieds dautant autres enseignes bricolage manquent clermontferrand alors amis bricoleurs gardes,tres positif,0,choix
6607,L'Union,jai très satisfaite conseils laccompagnement effectués sébastien martial rayon poêle climatisation lai recommande yeux fermés merci deux,tres positif,2,félicitation
6612,Mundolsheim,tout choix prix employés ées sympa forcement aime,tres positif,0,choix
6613,Anglet,bonne qualité prix personnel top parfois mque,tres positif,0,choix
6614,Villemomble,souhaiter laisser avis extrêmement positif concernant vendeur dénommé dimitri rayon cour matériaux dernier a très serviable fort bien conseillé a utilisé propre téléphone personnel puisse envoyer photo éléments na hésité rappeler déplacée ensuite acheter quil mavait conseillé peux être reconnaissante si tous employés magasins bricolage pourraient faire aussi bien métier,tres positif,0,choix
6615,Bèziers,retour marchandise a super bien accueilli sourire occupe rapidement client,tres positif,0,choix
6619,Lormont,venu plusieurs reprises magasin effectuer achats rénovation maison jai surpris équipes mettent cœur métier satisfaction client grand merci josie damien découpe bois joffrey cuisine léquipe accueilcaisse professionnalisme patience,tres positif,0,choix
6622,Paris 15,manifestement magasin contente répondre génériquement précédents commentaires sans forcément prendre compte aucune aide disponible lachat lessentiel cest simple peut patienter 30 minute rayon sans trouver vendeur si trouve conseils restent extrêmement sommaires lachat produits nécessitent quand avis poussé loccurrence produits fortement chimiques a limite plus simple découter conseils youtube dacheter amazon,tres positif,2,félicitation
6625,Haubourdin,etant client très régulier pandémie a crée gros problèmes dapprovisionnement notamment côté cour matériaux plusieurs gross commandes nont pu être partiellement honorées délais dattente conséquents personnel a néanmoins su montrer très conciliant proposer arrangement concluants gros merci sofiane patience écoute sen commercial,tres positif,0,choix
6629,Bèziers,devi réalisé suite matériel suite disponible vendeur a très réactif merci,tres positif,0,choix
6637,Dunkerque,retirer matériaux ok alors organisation laisse a désirer bouchons voiture caisse pire 25 minute attente prix caissière doit aller voir prix trop aimable,tres positif,0,choix
6648,Nîmes,très déçucommande passée site article disant disponibles 3 semaines attendre livraison paye tout 50 euro finalement après mail envoyé décide hasard sûrement livrerla marchandise arrivé dont rouleau vrac emballé sorti sais où tout sale être poli attendais peux mieux quand bref 1ere dernière fois,tres positif,0,choix
6651,Saint Orens De Gameville,très bon magasin bricoleurs trouve tous toujours bien accueilli prix correct,tres positif,0,choix
6680,Kingersheim,voulais bâches transparentes armées oellets faire tunnel tomates cela nexiste agréable surprise voulions chauffage dappoint très belle game choix disponible suite reparti chauffage personnel très bien explication performantes merci beaucoup,tres positif,0,choix
6681,St Martin D'Heres,bonjourje habitué magasin jai pris chaise extérieure dépliable affichait prix 2850 arrivé caisse mannonce prix 54 vais vérifier prix gentil monsieur regarde ensemble voit létagère prix produit 2850 là vendeur saperçoit nest bon produit lensemble letal sexcuse fait voler coup marteau lafficheur prix a quand bon produits bonnes étagères cordialement mme,tres positif,1,personnel
6682,Gonfreville L'Orcher,bonjour jai accueillie samedi dernier rayon bazar vendeuse hyper agréable jai pu discuter faire bonnes affaire rayon varié trouve peu tout repartie paillasson graines planter merci bénédicte enthousiasme,tres positif,0,choix
6696,Rillieux La Pape,excellent accueil maelle rayon aménagement bon accueil volonté daider nouveau client jétais souriante vrai rayon soleil dimanche reviendrai cest certitude castorama a gagné client grâce,tres positif,1,personnel
6699,Portet Sur Garonne,seule caisse ouverte ferme avant remplaçante 5 bonnes minute dattente zero caisse ouverte,tres positif,0,choix
6701,L'Union,très belle chambre très calme superbe déco très superbe aqueuil,tres positif,0,choix
6703,Bron,a 15h00 mannonce mail drive prêt présente 17h30 02h30 après a erreur commande faut donc récupère bon produit laccueil magasin autre site bref drive fait perdre temp nétais visiblement seule 3 client chacun prié daller chercher quil manquait lautre site suggère mode dorganisation procédures drive revus commande peut largement être re vérifiée 02h30 temp jajoute quil 5 employés présents drive navaient lair vraiment débordés,tres positif,0,choix
6710,Nîmes,suite commande cuisine équipée aide vendeuse experte florence a très compétente agréable écoute recommande vivement lors visite chez castorama nimes,tres positif,0,choix
6714,Marseille,acheté 60 matériaux rénovation maison très satisfaits très bons conseils accueil agréable produits qualités carte castorama vraiment intéressante vite rentabilisée selon achats effectuez,tres positif,2,félicitation
6715,Les Pennes Mirabeau,très contente achats compétence vendeurs leurs conseils,tres positif,2,félicitation
6717,Bron,beaucoup choix prix assez chers,tres positif,0,choix
6720,Aubiere,bon accueil différents employés disponibles serviables bonne qualité cet exemple sol vinyle lino belle épaisseur,tres positif,1,personnel
6721,Les Pennes Mirabeau,très satisfaite laccueil professionnalisme personnel castorama jai très bien conseillé achats grand merci,tres positif,0,choix
6723,Mundolsheim,personnel qualifié compétence relation humaine associée grand professionnalisme magasin lampertheimma séduit rassuré bravo bravo bravo,tres positif,0,choix
6727,Villabè,magasin très fourni grand clair propre personnel lécoute disponible,tres positif,0,choix
6732,Marseille,très bon magasin personnel a lécoute client fait faire tour magasin trouver produit encore merci amabilité dévouement vert client difficultés marcher,tres positif,0,choix
6737,La Seyne Sur Mer,fois vendeur super sympa pro patient espérant ça exception confirme règle bcq choix plusieurs prix,tres positif,0,choix
6738,Brest,magasin utile peut bien sy orienter si fait attention panneaux làpourça évident revanche trouver conseiller besoin magasin très grand allezy chaussures confortables jai toujours trouvé cherchais info peut monter dossier crédit gros achats quant parking jai toujours trouvé place,tres positif,0,choix
6749,Marseille,jai très bien conseillé top assemble personnel très gentil merci,tres positif,0,choix
6752,Avignon,renseignements rayon électricité donnés sourire bien aidé merci,tres positif,0,choix
6753,Bondues,propre lumineux accueillant magasin bricolage décoration top,tres positif,0,choix
6758,Paris 18,selon vendeur lexpérience varie énormément plupart catégorisables trois type sy connaissent plus répondent nimporte quoi nont envie parler répondent minimum quelques ca extraordinaire personne aide tout comprendre choisir vraiment utile édit depuis peu magasin a procédure peu étrange demande code postal caisse quand demande pourquoi répond bonne soirée grand sourire aucune idée pourquoi comment,tres positif,0,choix
6775,Lormont,magasin très clair personnel très professionnel expérience client très bonne qualité café sortie très agréable,tres positif,0,choix
6779,Frejus,alors jai fait commentaire casto nîmes particulier ingrid a réalisé projet cuisine laquelle jai dit plus grand bien javais dis commandais finalement cuisine casto fréjus rapport coût livraison donc jai rv mardi 15 mar jai rencontré maud pareil voire encore plus découte compétence professionalisme bon là jétais plus projet réalisais commande maud a irréprochable conseils quelques modification jai commandéjai payé livraison 3 semaines verra donnerai aussi info livraison qualité meubles nest première monte attendant suite merci ingrid bravo maudet puis prochaine fois encore fille fera projet cest plus finir jai mal comprendre commentaires négatifs mêmes responsables elles peuvent être hyper pro nulles point dautresenfin trouve lon va chercher attendant bravo maud,tres positif,0,choix
6781,Chennevieres Sur Marne,jaurais bien aimé vendeur pose davantage question lélaboration devi celuici sûrement plus conforme souhaita bon pressé,tres positif,1,personnel
6800,Les-Clayes-Sous-Bois,très bon magasin bricolage personnel accueillant bons conseils,tres positif,2,félicitation
6801,Nantes,javais acheté petit radiateur ventilateur très efficace peu servi a peu plus deux an tombé panne sais pourquoi malgré dépassement quelques jours garantie lont remplacé neuf bravo sav très pro merci,tres positif,0,choix
6809,Angouleme,toujours très bon service coonseil part employés dès lon a besoin daide,tres positif,1,personnel
6813,L'Union,grand magasin bricolage aucune indication tête gondole savoir si bon rayon évite donc perdre temp a chercher ailleurs vendeurs lair tous debordés quand ny a foule manque egalement mal dindication prix rayon ca bien prevenir client part ça prix moins chers quailleurs part préfère leroy merlin,tres positif,0,choix
6815,Chennevieres Sur Marne,trouve tout aime bien,tres positif,0,choix
6820,Antibes,accueil agréable efficace orienter vers rayon adéquatsle produit acheté déjà installé sans aucun problème,tres positif,0,choix
6821,Roissy En France,passée magasin aujourdhui 15 mar lachat dun gazon artificiel jai extrêmement bien reçue conseillée vendeuse deborah ainsi ghyslaine guichet comme cest agréable tomber personnes professionnelles cest tellement rare jours grand merci a toutes deux,tres positif,0,choix
6833,Les Ulis,petit soucis commande livraison plus parquet commandé super génial responsable web conseillé aidé trouver solution remercie infiniment gentillesse écoute très professionnel jespère quil amené voir commentaire mérite augmentation recommanderons enseigne grand plaisir,tres positif,0,choix
6834,Mandelieu La Napoule	,bien lensemble jai acheté mitigeur cétait dernier fois a maison sagit dun retour manque joint deuxième bémol gazon artificiel premier prix affichés rayon a 448 passe caisse a 18 disant prix m3 rien nétait préciser létiquette cest écrit 1 x4,tres positif,0,choix
6835,Aix En Provence,très bon accueil part personnel renseignement qualité prix très correct,tres positif,1,personnel
6836,Aix En Provence,tombee assez rare genre magasins conseillere geniale a totalelent su repondre a attentes repartie satisfaite article hotesse caisse a ete exceptionnellement gentille egalement sourire tellement agreable retournerai yeux fermés,tres positif,0,choix
6837,Nantes,très bon conseils part fabien préférons castorama dorvault car a toujours vendeur prêt renseigner beaucoup damabilité recommande vivement,tres positif,2,félicitation
6839,Roanne,recommande vivement magasin accueilli chaleureusement personnel investi connaît métier adoré être conseillé vendeuse rayon cuisine a accompagné conseillé merveille projet merci également venu acheter pierre parement samedi 12 fin journée vendeur na hésité conseillé donner coup main remercions vivement car plus dêtre humain a dune expertise super dune aide très très appréciable nhésiterai revenir magasin grâce personnel a reçu top voulons souligner merci tout vraiment expérience cliente top top bientôt,tres positif,0,choix
6840,Angouleme,produits qualité supérieure terroir artisan a lécoute clientsun grand merci toutes léquipe,tres positif,0,choix
6844,Aix En Provence,très satisfait projet jai très bien renseigné lhotesse caisse christelle vendeur quentin très bon accueil général bravo casto,tres positif,1,personnel
6847,Bèziers,bonjour bien grand choix carrelage parquet flottant vrai haute gamme mille autres produits tous domaines bon rapport qualité prix suivant heures personnel absent,tres positif,0,choix
6848,Aix En Provence,très bonne expérience castorama daixenprovence formidablement bien accueillis conseillés pascale service pose clientèle a su judicieusement conseiller répondant parfaitement attentes recommandons vivement,tres positif,0,choix
6849,Gonfreville L'Orcher,lachat salon jardin accueilli conseillé ahmed a fait preuve dune attention dune gentillesse dun professionnalisme font rares jours recommande vraiment jeune homme saura être écoute,tres positif,0,choix
6851,Vigneux Sur Seine,très bon accueil bons conseils toutes personnes très aimables patientes devant novice bricolage cuisinesalle bains accessoires volets roulants merci,tres positif,2,félicitation
6854,Les Ulis,bonjour merci a léquipe rayon matériaux gros oeuvre présente samedi après midi camel a bien conseillé collègues tout aussi sympathiques n accueilli bonne humeur professionnalisme merci a tous très bientôt pr nouveaux achats,tres positif,0,choix
6860,Viriat,top stéphanie rayon peinture merci a davoir fait couleur voulais si jai faire démonter tiroir merci bcp,tres positif,2,félicitation
6864,Aix En Provence,super accueil vendeurs très pro lécoute beaucoup choix très bon rapport qualité prix,tres positif,1,personnel
6866,Villenave D'Ornon,bonjour après avoir obtenu bons conseils peinture grâce passionnée dirige rayon jardin là personne conseillerheureusement grace medhi celine trouve information merci professionalisme gentillesse acheté produit grâce alors mme responsable espère saurez gratifier si bons éléments entreprise empêché aller chez leroy merlin bonne journée,tres positif,2,félicitation
6871,Aix En Provence,accueil super agréable vendeurs top très bon conseil merci beaucoup,tres positif,1,personnel
6874,Gonfreville L'Orcher,amhed rayon jardin très agréable patient lécoute bons conseils choix tondeuse recommande,tres positif,2,félicitation
6877,Villabè,bonne tenu magasin bon conseils également,tres positif,1,personnel
6887,Lescar,facile daccès personnel gentils trouve bonnes affaire,tres positif,0,choix
6888,Saint Maximin,rapport qualité prix bons conseils,tres positif,2,félicitation
6891,St Marcel Les Valence,nai pris temp remercier léquipe sav avoir réglé dossier maman merci professionnalisme,tres positif,0,choix
6900,Aix En Provence,magasin accueillant très bonne expérience client,tres positif,0,choix
6902,Aix En Provence,magasin propre pratique vendeurs bons conseils recommande,tres positif,2,félicitation
6904,Thillois,bon accueil personnel choix parking facile lutilisation lapplication permet préparer achats disponibilité emplacement an magasin,tres positif,1,personnel
6906,Paris 15,retour produit bien accueilli personnel aimables,tres positif,0,choix
6909,Vannes,recommander personnel très agréable lécoute excellent accueil,tres positif,0,choix
6921,Dunkerque,super magasin très sympathique hôtesse caisse très agréable surtout danielle préférée,tres positif,0,choix
6923,St Martin D'Heres,particulièrment exigeant achats gentillesse vendeur carrellage a reussi a trouver javais besoin peux affirmer déçu bravo,tres positif,0,choix
6924,Merignac,jai épaté laccueil dévouement personnel plis quatre servir merci,tres positif,0,choix
6925,Les Pennes Mirabeau,remercie anais accueil chaleureux réactivité projet salle bain bon rapport qualité prix point vente recommande,tres positif,1,personnel
6931,Jouy Aux Arches,achat dune hotte petite erreur vendeuse filtre charbon commande bon filtre auprès sav remercie particulièrement anthony professionnalisme rapidité quelqu lécoute client commande bon filtre temp record encore merci,tres positif,1,personnel
6934,Antibes,quand satisfait faut dire contact sm rapide efficace top merci pascale,tres positif,0,choix
6935,Haubourdin,grand merci rachid niçois gentillesse pédagogie excellents conseils disponibilité,tres positif,2,félicitation
6947,Bèziers,satisfait aimable merci marion accueil,tres positif,1,personnel
6950,Bèziers,bonjour tiens remercier marrion accueil téléphonique disponibilité écoute professionnalisme éfficacité gentillesse alors nhésitez dirigezvous vers déçu promet merci castorama merci marrion jacky hadji,tres positif,2,félicitation
6955,Nantes,bienvenue chez casto passé acheter pack tringles casto beaujoire rayon vois pack 1590 dimension quil faut jen prend 3 dirige vers caisse arrivé caisse pack passe 22 dépoussiéres signale prix nest bon donc vais voir chef rayon dit direct vaut tringles bien a 2299 autres pack quil disparu bizar fais voir photo exige tringles passe 15 comme indiqué laffichage réponse chef mr faut lira code barre vu prix nétait bon merci conseil donc maintenant quand jirais faire achats vérifierai tous code barres non sérieux reparti sans tringles car aucun geste logistique choses cétait faire payer prix indiquer donc passé service client sers rien puisque réponse personne cest peux rien faire jai main prix magasin plus cher celui forum orvault pourquoi,tres positif,0,choix
6966,Bèziers,accueil excellent promotion top très satisfait,tres positif,1,personnel
6967,Vitrolles,large choix service retour marchandise cest grandement améliorée bonne continuation,tres positif,0,choix
6979,Rillieux La Pape,bonnes planches bois composite qualité inférieure 14 comprendrez vite prix voyant groupes 5 employés entrain discuter entre tous 2 rayon prix 2 fois plus élevé quil a 1 an payer tous employés entrain buller,tres positif,0,choix
6985,Marseille,très bien excellent,tres positif,0,choix
6996,Gonfreville L'Orcher,merci ahmed rayon jardin professionnalisme précieux conseils accueil cela faisait longtemps nétais venu tomber ahmed donne plus envie joie vivre quil a mi laise recommande très fortement vendeur repasser beaucoup plus magasin voulais féliciter magasin avoir tel vendeur pareil a très bientôt ahmed prochaine projet clôture après avoir acheter tondeuse,tres positif,2,félicitation
7001,St Martin D'Heres,vendeurs bons conseils sympathiques large choix produits petits prix,tres positif,2,félicitation
7003,Saint Orens De Gameville,extrêmement déçue dressing porte mesure presque 1200 récupéré hier motant placard rends compte quun meuble fendu meuble déjà monté comme nai envie relouer camion ramener magasin prends photo retourne castorama lendemain demander geste commercial photo lappui réponse dun responsable sait cest meuble carton nétait abîmé livraison sou entendu lai cassé etc mieux 5 remise extrêmement déçue commande 1200 tiens préciser plusieurs autres vendeursaccueil essayé maider beaucoup sympathie nétait goût supérieur,tres positif,0,choix
7006,Gonfreville L'Orcher,magasin conseiller top thierry très aimable bien reçu fait plaisir avoir faire vrais professionnels,tres positif,0,choix
7009,Chennevieres Sur Marne,très bon accueil suivi commandeclient service cuisine rangementdressing retrait marchandisesdrive excellents,tres positif,1,personnel
7018,Nîmes,prix attractifs acceuille corecte disponibilité bonne personnel corecte,tres positif,0,choix
7024,Antibes,efficace rapide sm ravie merci,tres positif,0,choix
7026,Haubourdin,très bon magasin surtout ouvert dimanche jusque 13h trouve tous a prix raisonnable,tres positif,1,personnel
7028,Bèziers,venu retirer retrait 2h remercie léquipe leurs accueil particulièrement louise malgré météo a aider charger colis,tres positif,1,personnel
